아이템명 (Long ver),재고 여부,총공정단위&공정순서,굿즈명,Goods(stock),GoodsName,제작협력사,파츠 유형,생산유형,1_표준원가,100_표준원가,50_표준원가,300_표준원가,500_표준원가,1000_표준원가,5000_표준원가,3000_표준원가,10000_표준원가,30000_표준원가,기본 사용 수량,구매/생산 담당자,총공정단위(입력중),공정순서(입력중),단위,공정진행 협력사,2022.2Q. 발주담당자 (from 공정진행 협력사),아이템 총 제작 리드타임_100개,아이템 총 제작 리드타임_300개,아이템 총 제작 리드타임_기본_500개,아이템 총 제작 리드타임_1000개,아이템 총 제작 리드타임_3000개,파츠 총 제작 리드타임_100개(from parts),파츠 총 제작 리드타임_300개(from parts),파츠 총 제작 리드타임_기본_500개(from parts),파츠 총 제작 리드타임_1000개(from parts),파츠 총 제작 리드타임_3000개(from parts),파츠명,파츠 제작 이동 리드타임(from parts),산출물 필터링_파츠 제작 이동 리드타임,ERP 품목 여부_text
LAMY_PT2504-사파리만년필_추상적산출물,,A1,라미 사파리 펜,,라미 사파리 펜,디케이에스에이치코리아(주),Phantom Parts,산출물,,,,,,,,,,,,,A,1,개,디케이에스에이치코리아(주),육승미,10,10,10,13,19,8,8,8,11,17,PT2504-사파리만년필_추상적산출물,2,2,False
LAMY_PT2505-사파리볼펜_추상적산출물,,A1,라미 사파리 펜,,라미 사파리 펜,디케이에스에이치코리아(주),Phantom Parts,산출물,,,,,,,,,,,,,A,1,개,디케이에스에이치코리아(주),육승미,10,10,10,13,19,8,8,8,11,17,PT2505-사파리볼펜_추상적산출물,2,2,False
LAMY_PT2506-사파리샤프_추상적산출물,,A1,라미 사파리 펜,,라미 사파리 펜,디케이에스에이치코리아(주),Phantom Parts,산출물,,,,,,,,,,,,,A,1,개,디케이에스에이치코리아(주),육승미,10,10,10,13,19,8,8,8,11,17,PT2506-사파리샤프_추상적산출물,2,2,False
LAMY_PT2507-슬리브_추상적산출물,,B1,라미 사파리 펜,,라미 사파리 펜,(주)청산인쇄,Phantom Parts,산출물,,1712,3424,804,566,384,384,384,384,,,,B,1,개,(주)청산인쇄,육승미,8,8,8,10,12,7,7,7,9,11,PT2507-슬리브_추상적산출물,1,1,False
LAMY_PT2646-샘플(본제작과동일옵션)[사파리만년필.사파리볼펜.사파리샤프],,A1,라미 사파리 펜,,라미 사파리 펜,디케이에스에이치코리아(주),Printing Parts,옵션,35000,,,,,,,,,,,,A,1,,디케이에스에이치코리아(주),육승미,7,7,7,7,7,7,7,7,7,7,PT2646-샘플(본제작과동일옵션),,0,True
LAMY_PT3741-조립산출물_라미사파리펜,,,라미 사파리 펜,,라미 사파리 펜,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT3741-조립산출물_라미사파리펜,,0,False
RBTB_PT0816-라운드밤부칫솔(성인용)_브라운,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1750,1750,1750,1750,1700,1650,1350,1450,1350,1350,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0816-라운드밤부칫솔(성인용)_브라운,,0,True
RBTB_PT0817-라운드밤부칫솔(어린이용)_브라운,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1650,1650,1650,1650,1650,1600,1450,1450,1450,1350,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0817-라운드밤부칫솔(어린이용)_브라운,,0,True
RBTB_PT0818-라운드밤부칫솔(성인용)_화이트,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1750,1750,1750,1750,1700,1650,1350,1450,1350,1350,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0818-라운드밤부칫솔(성인용)_화이트,,0,True
RBTB_PT0819-라운드밤부혀클리너_챠콜,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1750,1750,1750,1750,1700,1650,1450,1450,1450,1450,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0819-라운드밤부혀클리너_챠콜,,0,True
RBTB_PT0820-라운드밤부칫솔(성인용)_챠콜,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1750,1750,1750,1750,1700,1650,1350,1450,1350,1350,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0820-라운드밤부칫솔(성인용)_챠콜,,0,True
RBTB_PT0821-라운드밤부칫솔(어린이용)_화이트,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1650,1650,1650,1650,1650,1600,1450,1450,1450,1350,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0821-라운드밤부칫솔(어린이용)_화이트,,0,True
RBTB_PT0822-레이저각인_라운드밤부칫솔_투리빙[라운드밤부칫솔],,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Printing Parts,옵션,,0,0,0,0,0,0,0,0,0,,,A,1,,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0822-레이저각인_라운드밤부칫솔_투리빙,,0,False
RBTB_PT0823-샘플(프로덕트),,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Printing Parts,옵션,,0,0,0,0,0,0,0,0,0,,,A,1,,투리빙,김민지,3,3,3,3,3,3,3,3,3,3,PT0823-샘플(프로덕트),,0,True
RBTB_PT0824-샘플(프로덕트&패키지),,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Printing Parts,옵션,,0,0,0,0,0,0,0,0,0,,,A,1,,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0824-샘플(프로덕트&패키지),,0,True
RBTB_PT0825-단품박스(기성),,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Package Parts,옵션,,0,0,0,0,0,0,0,0,0,,,A,1,,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0825-단품박스(기성),,0,False
RBTB_PT0826-라운드밤부칫솔(어린이용)_챠콜,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1650,1650,1650,1650,1650,1600,1450,1450,1450,1350,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0826-라운드밤부칫솔(어린이용)_챠콜,,0,True
RBTB_PT0827-라운드밤부혀클리너_화이트,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Product Parts,옵션,1750,1750,1750,1750,1700,1650,1450,1450,1450,1450,,,A,1,개,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT0827-라운드밤부혀클리너_화이트,,0,True
RBTB_PT0828-전사_코튼스트링파우치_라운드밤부칫솔_승화파트너스[광목파우치],,D1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)승화파트너스,Printing Parts,옵션,,0,0,0,0,0,0,0,0,0,,,D,1,개,(주)승화파트너스,김민지,0,0,0,0,0,0,0,,0,0,PT0828-전사_코튼스트링파우치_라운드밤부칫솔_승화파트너스,,0,False
RBTB_PT1128-단품박스(커스텀인쇄)_웜그레이+블랙인쇄_000-4,,B1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)청산인쇄,Package Parts,옵션,,2200,,495,330,156,110,132,100,100,,문제호,B,1,,(주)청산인쇄,육승미,0,0,0,0,0,0,0,,0,0,PT1128-단품박스(커스텀인쇄)_웜그레이+블랙인쇄_000-4,,0,True
RBTB_PT1141-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-4,,,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)청산인쇄,Package Parts,,,,,,,,,,,,,,,,,(주)청산인쇄,육승미,6,6,6,8,10,6,6,6,8,10,PT1141-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-4,1,0,False
RBTB_PT1143-휴대용치약(오리지널맛)_그린,,E1,라운드 밤부 칫솔,,라운드 밤부 칫솔,헬로인터내셔널(주),Product Parts,산출물,,0,0,0,0,0,0,0,0,0,,박형천 ,E,1,개,헬로인터내셔널(주),정승윤,4,4,4,5,5,2,2,2,3,3,PT1143-휴대용치약(오리지널맛)_그린,2,2,False
RBTB_PT1144-휴대용치약(자몽맛)_핑크,,,라운드 밤부 칫솔,,라운드 밤부 칫솔,미정(TBD),Product Parts,,,0,0,0,0,0,0,0,0,0,,박형천 ,,,개,미정(TBD),,0,0,0,0,0,0,0,,0,0,PT1144-휴대용치약(자몽맛)_핑크,,0,False
RBTB_PT1145-휴대용치약(미백용)_블루,,,라운드 밤부 칫솔,,라운드 밤부 칫솔,미정(TBD),Product Parts,,,0,0,0,0,0,0,0,0,0,,박형천 ,,,개,미정(TBD),,0,0,0,0,0,0,0,,0,0,PT1145-휴대용치약(미백용)_블루,,0,False
RBTB_PT1146-휴대용치약(민트맛)_민트,,,라운드 밤부 칫솔,,라운드 밤부 칫솔,미정(TBD),Product Parts,,,0,0,0,0,0,0,0,0,0,,박형천 ,,,개,미정(TBD),,0,0,0,0,0,0,0,,0,0,PT1146-휴대용치약(민트맛)_민트,,0,False
RBTB_PT1147-단품박스(스탠다드)_웜그레이_000-4,⭕재고⭕,S1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)청산인쇄,Package Parts,산출물,201,201,201,201,201,201,184,201,118,109,,박형천 ,S,1,개,,,0,0,0,0,0,0,0,,0,0,PT1147-단품박스(스탠다드)_웜그레이_000-4,,,True
RBTB_PT1148-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[단품박스],,C1,라운드 밤부 칫솔,,라운드 밤부 칫솔,서울디지털인쇄협동조합,Package Parts,산출물,10000,100,100,100,90,80,60,70,50,40,,권혁인,C,1,장,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT1148-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1,1,1,True
RBTB_PT1153-코튼스트링파우치(커스텀인쇄)_광목_000-1,,D1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)승화파트너스,Package Parts,옵션,,1400,0,1400,1400,1400,1400,1400,1400,1400,,안다정,D,1,,(주)승화파트너스,김민지,0,0,0,0,0,0,0,,0,0,PT1153-코튼스트링파우치(커스텀인쇄)_광목_000-1,,0,True
RBTB_PT1867-공박(양각)_50x50_청산인쇄[단품박스(커스텀인쇄)],,B1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)청산인쇄,Printing Parts,옵션,,0,0,0,0,0,0,0,0,0,,문제호,B,1,,(주)청산인쇄,육승미,0,0,0,0,0,0,0,,0,0,PT1867-공박(양각)_50x50_청산인쇄,,0,False
RBTB_PT2187-린넨메쉬스트링파우치(스탠다드)(M),⭕재고⭕,F1,라운드 밤부 칫솔,,라운드 밤부 칫솔,성우무역,Package Parts,산출물,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,,,F,1,개,개미기획,김민지,4,4,4,6,8,3,3,3,5,7,PT2187-린넨메쉬스트링파우치(스탠다드)(M),1,1,True
RBTB_PT2188-실크_전면_개미기획,,F1,라운드 밤부 칫솔,,라운드 밤부 칫솔,개미기획,Printing Parts,옵션,0,800,1100,600,560,530,506,510,503,501,,,F,1,개,개미기획,김민지,0,0,0,0,0,0,0,,0,0,PT2188-실크_전면_개미기획,,0,True
RBTB_PT2508-코튼스트링파우치_추상적산출물,,D1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)승화파트너스,Phantom Parts,산출물,,,,,,,,,,,,,D,1,개,(주)승화파트너스,김민지,7,7,7,9,12,5,5,5,7,10,PT2508-코튼스트링파우치_추상적산출물,2,2,False
RBTB_PT2701-라운드밤부칫솔_추상적산출물,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Phantom Parts,산출물,,,,,,,,,,,,,A,1,개,투리빙,김민지,4,5,5,8,11,2,3,3,6,9,PT2701-라운드밤부칫솔_추상적산출물,2,2,False
RBTB_PT2702-라운드밤부칫솔_단품박스_추상적산출물,,B1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)청산인쇄,Phantom Parts,산출물,,,,,,,,,,,,,B,1,개,(주)청산인쇄,육승미,7,7,7,9,11,6,6,6,8,10,PT2702-라운드밤부칫솔_단품박스_추상적산출물,1,1,False
RBTB_PT2728-샘플(패키지),,D1,라운드 밤부 칫솔,,라운드 밤부 칫솔,(주)승화파트너스,Printing Parts,옵션,,0,0,0,0,0,0,0,0,0,,,D,1,,(주)승화파트너스,김민지,5,5,5,5,5,5,5,5,5,5,PT2728-샘플(패키지),,0,True
RBTB_PT2944-라운드밤부혀클리너_추상적산출물,,A1,라운드 밤부 칫솔,,라운드 밤부 칫솔,투리빙,Phantom Parts,산출물,,,,,,,,,,,,,A,1,,투리빙,김민지,0,0,0,0,0,0,0,,0,0,PT2944-라운드밤부혀클리너_추상적산출물,,,False
RBTB_PT3086-휴대용치약(언파차차20g)_화이트,,E1,라운드 밤부 칫솔,,라운드 밤부 칫솔,주식회사 라이클,Product Parts,산출물,990,990,990,990,990,990,990,990,990,990,,,E,1,개,주식회사 라이클,김하은,4,4,4,5,5,2,2,2,3,3,PT3086-휴대용치약(언파차차20g)_화이트,2,2,True
RBTB_PT3318-휴대용치약(언파차차30g)_블랙,,E1,라운드 밤부 칫솔,,라운드 밤부 칫솔,주식회사 라이클,Product Parts,산출물,990,990,990,990,990,990,990,990,990,990,,,E,1,개,주식회사 라이클,김하은,4,4,4,5,5,2,2,2,3,3,PT3318-휴대용치약(언파차차30g)_블랙,2,2,True
RBTB_PT3319-휴대용치약(언파차차30g)_그레이,,E1,라운드 밤부 칫솔,,라운드 밤부 칫솔,주식회사 라이클,Product Parts,산출물,990,990,990,990,990,990,990,990,990,990,,,E,1,개,주식회사 라이클,김하은,4,4,4,5,5,2,2,2,3,3,PT3319-휴대용치약(언파차차30g)_그레이,2,2,True
RBTB_PT3621-조립산출물_라운드밤부칫솔,,,라운드 밤부 칫솔,,라운드 밤부 칫솔,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT3621-조립산출물_라운드밤부칫솔,,0,False
LXMP_,,,라이트 샤오미펜,,라이트 샤오미펜,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,0,False
LXMP_PT1093-유광덮개파우치_투명_000-3,⭕재고⭕,S1,라이트 샤오미펜,,라이트 샤오미펜,착한포장,Package Parts,산출물,230,230,230,230,230,230,215,225,215,215,,박형천 ,S,1,개,착한포장,육승미,0,0,0,0,0,0,0,,0,0,PT1093-유광덮개파우치_투명_000-3,,,True
LXMP_PT1674-OPP_000-3,⭕재고⭕,S1,라이트 샤오미펜,,라이트 샤오미펜,비닐24,Package Parts,산출물,3006,36,66,16,12,9,7,7,6,6,,,S,1,장,비닐24,문경선,0,0,0,0,0,0,0,,0,0,PT1674-OPP_000-3,,,True
LXMP_PT4400-라이트샤오미펜_화이트,⭕재고⭕,A1,라이트 샤오미펜,,라이트 샤오미펜,(주)영인기프트,Product Parts,옵션,3500,530,560,500,500,500,500,500,460,420,,,A,1,개,신시어리웨일즈 주식회사,남인호,0,0,0,0,0,0,0,,0,0,PT4400-라이트샤오미펜_화이트,,0,True
LXMP_PT4589-샘플_신시어리웨일즈[라이트샤오미펜],,A1,라이트 샤오미펜,,라이트 샤오미펜,신시어리웨일즈 주식회사,Printing Parts,옵션,10500,,,,,,,,,,,,A,1,,신시어리웨일즈 주식회사,남인호,3,3,3,3,3,3,3,3,3,3,PT4589-샘플_신시어리웨일즈,,0,True
LXMP_PT4590-UV_신시어리웨일즈[라이트샤오미펜],,A1,라이트 샤오미펜,,라이트 샤오미펜,신시어리웨일즈 주식회사,Printing Parts,옵션,,345,345,345,345,345,345,345,345,345,,,A,1,,신시어리웨일즈 주식회사,남인호,0,0,0,0,0,0,0,,0,0,PT4590-UV_신시어리웨일즈,,0,True
LXMP_PT4592-배경지(커스텀인쇄)_화이트+디지털풀컬러[OPP],,B1,라이트 샤오미펜,,라이트 샤오미펜,서울디지털인쇄협동조합,Package Parts,산출물,15000,300,300,270,250,230,150,200,100,100,,,B,1,매,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT4592-배경지(커스텀인쇄)_화이트+디지털풀컬러,1,1,True
LXMP_PT4593-배경지(커스텀인쇄)_화이트+디지털풀컬러[유광덮개파우치],,C1,라이트 샤오미펜,,라이트 샤오미펜,서울디지털인쇄협동조합,Package Parts,산출물,15000,300,300,270,250,230,150,200,100,75,,,C,1,매,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT4593-배경지(커스텀인쇄)_화이트+디지털풀컬러,1,1,True
LXMP_PT4594-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[단품박스],,D1,라이트 샤오미펜,,라이트 샤오미펜,서울디지털인쇄협동조합,Package Parts,산출물,5000,100,100,100,90,80,60,70,50,50,,,D,1,매,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT4594-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,1,1,True
LXMP_PT4595-단품박스(기성)_화이트,⭕재고⭕,S1,라이트 샤오미펜,,라이트 샤오미펜,(주)영인기프트,Package Parts,산출물,40,40,40,40,40,40,40,40,40,40,,,S,1,개,(주)영인기프트,김하은,3,3,3,4,4,1,1,1,2,2,PT4595-단품박스(기성)_화이트,2,2,True
LXMP_PT4596-사각스티커(커스텀인쇄)_화이트+디지털풀컬러[단품박스],,F1,라이트 샤오미펜,,라이트 샤오미펜,서울디지털인쇄협동조합,Package Parts,산출물,10000,100,200,100,90,80,60,70,50,40,,,F,1,매,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT4596-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,1,1,True
LXMP_PT4612-라이트샤오미펜_추상적산출물,,A1,라이트 샤오미펜,,라이트 샤오미펜,(주)영인기프트,Phantom Parts,산출물,,,,,,,,,,,,,A,1,,신시어리웨일즈 주식회사,남인호,2,2,3,4,6,2,2,3,4,6,PT4612-라이트샤오미펜_추상적산출물,0,0,False
LXMP_PT4613-조립산출물_라이트샤오미펜,,,라이트 샤오미펜,,라이트 샤오미펜,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT4613-조립산출물_라이트샤오미펜,,0,False
LTCL_PT3980-샘플(라이트캘린더),,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Product Parts,옵션,15000,0,0,0,0,0,0,0,0,0,,,A,1,개,서울디지털인쇄협동조합,육승미,3,3,3,3,3,3,3,3,3,3,PT3980-샘플(라이트캘린더),,0,False
LTCL_PT3981-라이트캘린더_삼각대(커스텀인쇄)_화이트+디지털풀컬러,,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Product Parts,옵션,,700,700,600,500,450,300,400,250,250,,,A,1,개,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT3981-라이트캘린더_삼각대(커스텀인쇄)_화이트+디지털풀컬러,,0,False
LTCL_PT3982-라이트캘린더_표지+내지(커스텀인쇄)_화이트+디지털풀컬러,,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Product Parts,옵션,2100,2100,2100,2000,2000,1800,1500,1600,1300,1300,,,A,1,개,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT3982-라이트캘린더_표지+내지(커스텀인쇄)_화이트+디지털풀컬러,,0,True
LTCL_PT3983-OPP,⭕재고⭕,S1,라이트 캘린더,,라이트 캘린더,혜림봉투,Package Parts,산출물,16,16,16,16,16,16,13,16,13,13,,,S,1,매,혜림봉투,문경선,0,0,0,0,0,0,0,,0,0,PT3983-OPP,,,True
LTCL_PT3984-사각스티커(커스텀인쇄)_화이트,,B1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Package Parts,산출물,5000,100,100,100,90,80,60,70,50,50,,,B,1,매,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT3984-사각스티커(커스텀인쇄)_화이트,1,1,True
LTCL_PT3999-사각스티커(커스텀인쇄)(판매용)_+디지털풀컬러,,C1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Package Parts,산출물,5000,100,100,90,80,70,50,60,0,0,,,C,1,매,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT3999-사각스티커(커스텀인쇄)(판매용)_+디지털풀컬러,1,1,True
LTCL_PT4104-링제본_화이트,,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Product Parts,옵션,,800,800,700,600,550,400,500,350,350,,,A,1,개,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT4104-링제본_화이트,,0,False
LTCL_PT4114-조립산출물_라이트캘린더,,,라이트 캘린더,,라이트 캘린더,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT4114-조립산출물_라이트캘린더,,0,False
LTCL_PT4176-링제본_블랙,,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Product Parts,옵션,,800,800,700,600,550,400,500,350,350,,,A,1,개,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT4176-링제본_블랙,,0,False
LTCL_PT4177-링제본_실버,,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Product Parts,옵션,,800,800,700,600,550,400,500,350,350,,,A,1,개,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT4177-링제본_실버,,0,False
LTCL_PT4178-라이트캘린더_추상적산출물,,A1,라이트 캘린더,,라이트 캘린더,서울디지털인쇄협동조합,Phantom Parts,산출물,,,,,,,,,,,,,A,1,,서울디지털인쇄협동조합,육승미,6,8,11,12,14,5,7,10,11,13,PT4178-라이트캘린더_추상적산출물,1,1,False
DP18_PT4015-락앤락더블월콜드컵_아이보리,⭕재고⭕,S1,락앤락 | 더블월 콜드컵,,락앤락 | 더블월 콜드컵,(주)락앤락,Product Parts,산출물,,,,,,,,,,,,,S,1,,(주)락앤락,,0,0,0,0,0,0,0,,0,0,PT4015-락앤락더블월콜드컵_아이보리,,,True
DP18_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,,B1,락앤락 | 더블월 콜드컵,,락앤락 | 더블월 콜드컵,슈퍼웍스컴퍼니,Printing Parts,산출물,,,,,,,,,,,,,B,1,,슈퍼웍스컴퍼니,정승윤,0,0,0,0,0,0,0,,0,0,PT4020-볼륨프린팅_슈퍼웍스컴퍼니,,,True
DP18_PT4023-원형스티커_화이트+디지털풀컬러,,C1,락앤락 | 더블월 콜드컵,,락앤락 | 더블월 콜드컵,서울디지털인쇄협동조합,Package Parts,산출물,,,,,,,,,,,,,C,1,,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT4023-원형스티커_화이트+디지털풀컬러,,,True
DP18_PT4071-조립산출물_락앤락|더블월콜드컵,,,락앤락 | 더블월 콜드컵,,락앤락 | 더블월 콜드컵,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT4071-조립산출물_락앤락|더블월콜드컵,,0,False
DP34_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,,B1,락앤락 | 슬림 텀블러,,락앤락 | 슬림 텀블러,슈퍼웍스컴퍼니,Printing Parts,산출물,,,,,,,,,,,,,B,1,,슈퍼웍스컴퍼니,정승윤,0,0,0,0,0,0,0,,0,0,PT4020-볼륨프린팅_슈퍼웍스컴퍼니,,,True
DP34_PT4023-원형스티커_화이트+디지털풀컬러,,C1,락앤락 | 슬림 텀블러,,락앤락 | 슬림 텀블러,서울디지털인쇄협동조합,Package Parts,산출물,,,,,,,,,,,,,C,1,,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT4023-원형스티커_화이트+디지털풀컬러,,,True
DP34_PT4121-락앤락슬림텀블러_아이보리,,A1,락앤락 | 슬림 텀블러,,락앤락 | 슬림 텀블러,(주)락앤락,Product Parts,산출물,,,,,,,,,,,,,A,1,,(주)락앤락,,0,0,0,0,0,0,0,,0,0,PT4121-락앤락슬림텀블러_아이보리,,,True
DP34_PT4147-조립산출물_락앤락슬림텀블러,,,락앤락 | 슬림 텀블러,,락앤락 | 슬림 텀블러,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT4147-조립산출물_락앤락슬림텀블러,,0,False
LTLB_,,,레더라벨 캠핑체어,,레더라벨 캠핑체어,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,0,False
LTLB_PT2243-레더라벨캠핑체어(세트_본품및파우치)_블랙,⭕재고⭕,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,에스앤코(SN Co.),Product Parts,옵션,16818,16818,16818,16818,16818,16818,15909,15909,15909,15909,1.0000,,A,1,개,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2243-레더라벨캠핑체어(세트_본품및파우치)_블랙,,0,True
LTLB_PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,⭕재고⭕,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,에스앤코(SN Co.),Product Parts,옵션,16818,16818,16818,16818,16818,16818,15909,15909,15909,15909,1.0000,,A,1,개,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,,0,True
LTLB_PT2279-레더라벨(파우치)_컬러,,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,유엘상사,Product Parts,옵션,196,196,196,196,196,196,196,196,196,196,1.0000,,A,1,개,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2279-레더라벨(파우치)_컬러,,0,False
LTLB_PT2280-레더라벨(체어시트)_컬러,,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,유엘상사,Product Parts,옵션,235,235,235,235,235,235,235,235,235,235,1.0000,,A,1,개,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2280-레더라벨(체어시트)_컬러,,0,False
LTLB_PT2281-공박(음각)_파우치_유엘상사[레더라벨(파우치)],,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,유엘상사,Printing Parts,옵션,30196,1896,2196,1596,1556,1426,1402,1406,1399,1397,1.0000,,A,1,,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2281-공박(음각)_파우치_유엘상사,,0,True
LTLB_PT2282-공박(음각)_체어시트_유엘상사[레더라벨(체어시트)],,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,유엘상사,Printing Parts,옵션,,2800,4200,2317,2070,1935,1907,1912,1904,1902,1.0000,,A,1,,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2282-공박(음각)_체어시트_유엘상사,,0,True
LTLB_PT2283-주의사항표기서(전용)_화이트_100-3,⭕재고⭕,A1,레더라벨 캠핑체어,,레더라벨 캠핑체어,서울디지털인쇄협동조합,Package Parts,옵션,90,90,90,90,90,90,75,80,70,70,1.0000,,A,1,장,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT2283-주의사항표기서(전용)_화이트_100-3,,0,True
LTLB_PT2294-펠트백(스탠다드)_블랙_400-1,⭕재고⭕,B1,레더라벨 캠핑체어,,레더라벨 캠핑체어,기프트인포 주식회사,Package Parts,옵션,135000,1350,2700,1310,1270,1240,1180,1200,1160,1160,1.0000,,B,1,장,개미기획,김민지,0,0,0,0,0,0,0,,0,0,PT2294-펠트백(스탠다드)_블랙_400-1,,0,True
