아이템명 (Long ver),재고 여부,총공정단위&공정순서,굿즈명,Goods(stock),GoodsName,제작협력사,파츠 유형,생산유형,1_표준원가,100_표준원가,50_표준원가,300_표준원가,500_표준원가,1000_표준원가,5000_표준원가,3000_표준원가,10000_표준원가,30000_표준원가,기본 사용 수량,구매/생산 담당자,총공정단위(입력중),공정순서(입력중),단위,공정진행 협력사,2022.2Q. 발주담당자 (from 공정진행 협력사),아이템 총 제작 리드타임_100개,아이템 총 제작 리드타임_300개,아이템 총 제작 리드타임_기본_500개,아이템 총 제작 리드타임_1000개,아이템 총 제작 리드타임_3000개,파츠 총 제작 리드타임_100개(from parts),파츠 총 제작 리드타임_300개(from parts),파츠 총 제작 리드타임_기본_500개(from parts),파츠 총 제작 리드타임_1000개(from parts),파츠 총 제작 리드타임_3000개(from parts),파츠명,파츠 제작 이동 리드타임(from parts),산출물 필터링_파츠 제작 이동 리드타임,ERP 품목 여부_text
SLGN_PT1251-공박(음각)_130x190_슬로건다이어리_디자인온[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Printing Parts,,,,,,,,,,,,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1251-공박(음각)_130x190_슬로건다이어리_디자인온,,0,False
SLGN_PT1252-공박(음각)_80x80_슬로건다이어리_디자인온[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Printing Parts,,,,,,,,,,,,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1252-공박(음각)_80x80_슬로건다이어리_디자인온,,0,False
SLGN_PT1253-공박(음각)_60x60_슬로건다이어리_디자인온[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Printing Parts,,,,,,,,,,,,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1253-공박(음각)_60x60_슬로건다이어리_디자인온,,0,False
SLGN_PT1254-색박(음각)_130x190_슬로건다이어리_디자인온[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Printing Parts,,,,,,,,,,,,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1254-색박(음각)_130x190_슬로건다이어리_디자인온,,0,False
SLGN_PT1255-색박(음각)_80x80_슬로건다이어리_디자인온[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Printing Parts,,,,,,,,,,,,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1255-색박(음각)_80x80_슬로건다이어리_디자인온,,0,False
SLGN_PT1256-색박(음각)_60x60_슬로건다이어리_디자인온[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Printing Parts,,,,,,,,,,,,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1256-색박(음각)_60x60_슬로건다이어리_디자인온,,0,False
SLGN_PT1257-슬로건다이어리_내지(만년),⭕재고⭕,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Product Parts,,,,,,,5500,5500,5500,5500,0,,,,,권,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1257-슬로건다이어리_내지(만년),,0,True
SLGN_PT1258-슬로건다이어리_내지(커스텀인쇄1-16p옵셋풀컬러.나머지블랙인쇄)_화이트+옵셋풀컬러,,C1,슬로건 다이어리,,슬로건 다이어리,(주)청산인쇄,Product Parts,옵션,3316900,34014,67014,12014,7614,4314,4314,4314,4314,4314,,,C,1,권,(주)청산인쇄,육승미,0,0,0,0,0,0,0,,0,0,PT1258-슬로건다이어리_내지(커스텀인쇄1-16p옵셋풀컬러.나머지블랙인쇄)_화이트+옵셋풀컬러,,0,True
SLGN_PT1259-슬로건다이어리_내지(커스텀레더_샘플제작용),⭕재고⭕,,슬로건 다이어리,,슬로건 다이어리,주식회사 디자인오엔,Product Parts,,,,,,,5500,5200,5500,4600,0,,,,,권,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1259-슬로건다이어리_내지(커스텀레더_샘플제작용),,0,True
SLGN_PT1260-슬로건다이어리_커버_컬러_B,,C1,슬로건 다이어리,,슬로건 다이어리,(주)청산인쇄,Product Parts,옵션,,,,,,,,,,,,,C,1,권,(주)청산인쇄,육승미,0,0,0,0,0,0,0,,0,0,PT1260-슬로건다이어리_커버_컬러_B,,0,False
SLGN_PT2550-슬로건다이어리(불박인쇄)_추상적산출물,,A2,슬로건 다이어리,,슬로건 다이어리,유엘상사,Phantom Parts,산출물,,,,,,,,,,,,,A,2,권,유엘상사,김민지,2,3,3,5,7,1,2,2,4,6,PT2550-슬로건다이어리(불박인쇄)_추상적산출물,1,1,False
SLGN_PT2623-샘플(본제작과동일옵션)[슬로건다이어리_커버],,,슬로건 다이어리,,슬로건 다이어리,,Printing Parts,,,0,0,0,0,0,0,0,0,0,,,,,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT2623-샘플(본제작과동일옵션),,0,True
SLGN_PT2671-슬로건다이어리_추상적산출물,,C1,슬로건 다이어리,,슬로건 다이어리,(주)청산인쇄,Phantom Parts,산출물,,,,,,,,,,,,,C,1,권,(주)청산인쇄,육승미,18,18,18,18,21,17,17,17,17,20,PT2671-슬로건다이어리_추상적산출물,1,1,False
SLGN_PT2673-슬로건다이어리(실크인쇄)_추상적산출물,,A3,슬로건 다이어리,,슬로건 다이어리,개미기획,Phantom Parts,산출물,,,,,,,,,,,,,A,3,권,개미기획,김민지,2,3,3,5,7,1,2,2,4,6,PT2673-슬로건다이어리(실크인쇄)_추상적산출물,1,1,False
SLGN_PT2726-샘플(실크),,A3,슬로건 다이어리,,슬로건 다이어리,개미기획,Printing Parts,옵션,45000,,,,,,,,,,,,A,3,,개미기획,김민지,3,3,3,3,3,3,3,3,3,3,PT2726-샘플(실크),,0,True
SLGN_PT2727-샘플(공박.색박),,A2,슬로건 다이어리,,슬로건 다이어리,유엘상사,Printing Parts,옵션,75000,,,,,,,,,,,,A,2,,유엘상사,김민지,4,4,4,4,4,4,4,4,4,4,PT2727-샘플(공박.색박),,0,True
SLGN_PT2982-샘플_교정용무선제본(슬로건다이어리),,E1,슬로건 다이어리,,슬로건 다이어리,서울디지털인쇄협동조합,Product Parts,산출물,30000,,,,,,,,,,,,E,1,권,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT2982-샘플_교정용무선제본(슬로건다이어리),,,True
SLGN_PT3580-외주생산총공정산출물_슬로건다이어리,,A,슬로건 다이어리,,슬로건 다이어리,,Phantom Parts,산출물,,,,,,,,,,,,,A,,,,,0,0,0,0,0,0,0,,0,0,PT3580-외주생산총공정산출물_슬로건다이어리,,,False
SLGN_PT3691-조립산출물_슬로건다이어리,,,슬로건 다이어리,,슬로건 다이어리,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT3691-조립산출물_슬로건다이어리,,0,False
SMTM_,,A1,슬로건 맨투맨,,슬로건 맨투맨,,,옵션,,,,,,,,,,,,,A,1,,톰스코리아 주식회사,김민지,0,0,0,0,0,,,,,,,,0,False
SMTM_,,A1,슬로건 맨투맨,,슬로건 맨투맨,,,옵션,,,,,,,,,,,,,A,1,,톰스코리아 주식회사,김민지,0,0,0,0,0,,,,,,,,0,False
SMTM_PT1073-펠트스트링파우치(커스텀인쇄)_그레이_300-1,⭕재고⭕,B1,슬로건 맨투맨,,슬로건 맨투맨,(주)영일패키지,Package Parts,옵션,558,558,558,558,558,558,518,558,518,508,,권혁인,B,1,개,개미기획,김민지,0,0,0,0,0,0,0,,0,0,PT1073-펠트스트링파우치(커스텀인쇄)_그레이_300-1,,0,True
SMTM_PT2214-실크_개미기획,,B1,슬로건 맨투맨,,슬로건 맨투맨,개미기획,Printing Parts,옵션,0,700,1000,500,460,430,406,410,403,401,,,B,1,개,개미기획,김민지,0,0,0,0,0,0,0,,0,0,PT2214-실크_개미기획,,0,True
SMTM_PT2215-샘플(실크)_개미기획[펠트스트링파우치],,B1,슬로건 맨투맨,,슬로건 맨투맨,개미기획,Printing Parts,옵션,639,,,,,,,,,,,,B,1,개,개미기획,김민지,0,0,0,0,0,0,0,0,0,0,PT2215-샘플(실크)_개미기획,,0,True
SMTM_PT2300-택스티커(전용)_화이트_000-1,⭕재고⭕,S1,슬로건 맨투맨,,슬로건 맨투맨,바코드뱅크,Package Parts,산출물,30,30,30,30,30,30,30,30,30,30,,,S,1,,,,0,0,0,0,0,0,0,,0,0,PT2300-택스티커(전용)_화이트_000-1,,,True
SMTM_PT2534-펠트스트링파우치_추상적산출물,,B1,슬로건 맨투맨,,슬로건 맨투맨,개미기획,Phantom Parts,산출물,,,,,,,,,,,,,B,1,개,개미기획,김민지,6,6,6,8,10,5,5,5,7,9,PT2534-펠트스트링파우치_추상적산출물,1,1,False
SMTM_PT3193-투명손잡이지퍼백(M),⭕재고⭕,S1,슬로건 맨투맨,,슬로건 맨투맨,착한포장,Package Parts,산출물,203,203,203,203,203,203,203,203,203,203,,,S,1,,,,0,0,0,0,0,0,0,,0,0,PT3193-투명손잡이지퍼백(M),,,True
SMTM_PT3235-돌돌이_리필,⭕재고⭕,S1,슬로건 맨투맨,,슬로건 맨투맨,임가공 소모품 구매처,Package Parts,산출물,,,,,,,,,,,,,S,1,,임가공 소모품 구매처,문경선,0,0,0,0,0,0,0,,0,0,PT3235-돌돌이_리필,,,True
SMTM_PT3236-돌돌이_본품,⭕재고⭕,S1,슬로건 맨투맨,,슬로건 맨투맨,임가공 소모품 구매처,Package Parts,산출물,,,,,,,,,,,,,S,1,,임가공 소모품 구매처,문경선,0,0,0,0,0,0,0,,0,0,PT3236-돌돌이_본품,,,True
SMTM_PT3458-샘플(나염.자수)_1곳_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,161000,0,0,0,0,0,0,0,0,0,,,A,1,,톰스코리아 주식회사,김민지,9,9,9,9,9,9,9,9,9,9,PT3458-샘플(나염.자수)_1곳_톰스코리아주식회사,,0,True
SMTM_PT3459-샘플(나염.자수)_2곳_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,294050,0,0,0,0,0,0,0,0,0,,,A,1,,톰스코리아 주식회사,김민지,9,9,9,9,9,9,9,9,9,9,PT3459-샘플(나염.자수)_2곳_톰스코리아주식회사,,0,True
SMTM_PT3460-샘플(나염.자수)_3곳_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,387700,0,0,0,0,0,0,0,0,0,,,A,1,,톰스코리아 주식회사,김민지,9,9,9,9,9,9,9,9,9,9,PT3460-샘플(나염.자수)_3곳_톰스코리아주식회사,,0,True
SMTM_PT3473-리드타임조정(-8일),,A1,슬로건 맨투맨,,슬로건 맨투맨,,Printing Parts,옵션,,,,,,,,,,,,,A,1,,톰스코리아 주식회사,김민지,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,PT3473-리드타임조정(-8일),,0,False
SMTM_PT3474-리드타임조정(-5일),,A1,슬로건 맨투맨,,슬로건 맨투맨,,Printing Parts,옵션,,,,,,,,,,,,,A,1,,톰스코리아 주식회사,김민지,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,PT3474-리드타임조정(-5일),,0,False
SMTM_PT3778-슬로건맨투맨_블랙,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Product Parts,옵션,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,,,A,1,,톰스코리아 주식회사,김민지,0,0,0,0,0,0,0,,0,0,PT3778-슬로건맨투맨_블랙,,0,True
SMTM_PT3795-슬로건맨투맨_네이비,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Product Parts,옵션,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,,,A,1,,톰스코리아 주식회사,김민지,0,0,0,0,0,0,0,,0,0,PT3795-슬로건맨투맨_네이비,,0,True
SMTM_PT3796-슬로건맨투맨_멜란지그레이,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Product Parts,옵션,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,,,A,1,,톰스코리아 주식회사,김민지,0,0,0,0,0,0,0,,0,0,PT3796-슬로건맨투맨_멜란지그레이,,0,True
SMTM_PT3797-슬로건맨투맨(2XL이상사이즈),,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Product Parts,옵션,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,,,A,1,,톰스코리아 주식회사,김민지,0,0,0,0,0,0,0,,0,0,PT3797-슬로건맨투맨(2XL이상사이즈),,0,False
SMTM_PT3798-나염_전면.후면_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,92500,2550,3600,1850,1740,1595,1464,1473,1457,1452,,,A,1,,톰스코리아 주식회사,김민지,8,8,8,8,8,8,8,8,8,8,PT3798-나염_전면.후면_톰스코리아주식회사,,0,False
SMTM_PT3799-나염_손목_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,132050,2500,3950,1533,1370,1185,1022,1037,1011,1004,,,A,1,,톰스코리아 주식회사,김민지,8,8,8,8,8,8,8,8,8,8,PT3799-나염_손목_톰스코리아주식회사,,0,False
SMTM_PT3800-자수_전면_50x50_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,116000,4000,4700,3417,3400,2850,2300,2600,2300,2300,,,A,1,,톰스코리아 주식회사,김민지,8,8,8,8,8,8,8,8,8,8,PT3800-자수_전면_50x50_톰스코리아주식회사,,0,False
SMTM_PT3801-자수_전면_100x100_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,161000,5950,6900,5117,5100,4600,4100,4100,4100,4100,,,A,1,,톰스코리아 주식회사,김민지,8,8,8,8,8,8,8,8,8,8,PT3801-자수_전면_100x100_톰스코리아주식회사,,0,False
SMTM_PT3802-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,D1,슬로건 맨투맨,,슬로건 맨투맨,서울디지털인쇄협동조합,Package Parts,산출물,12500,250,250,220,200,180,120,150,120,120,,,D,1,장,서울디지털인쇄협동조합,육승미,3,3,3,5,7,2,2,2,4,6,PT3802-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,1,1,True
SMTM_PT3803-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,,C1,슬로건 맨투맨,,슬로건 맨투맨,서울디지털인쇄협동조합,Package Parts,산출물,12500,250,250,220,200,180,120,150,120,120,,,C,1,,서울디지털인쇄협동조합,육승미,0,0,0,0,0,0,0,,0,0,PT3803-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,,,True
SMTM_PT3804-슬로건맨투맨_추상적산출물,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Phantom Parts,산출물,,,,,,,,,,,,,A,1,,톰스코리아 주식회사,김민지,2,2,2,5,1001,0,0,,3,999,PT3804-슬로건맨투맨_추상적산출물,2,2,False
SMTM_PT3806-펠트스트링파우치.인쇄,,B1,슬로건 맨투맨,,슬로건 맨투맨,개미기획,Package Parts,산출물,,,,,,,,,,,,,B,1,,개미기획,김민지,5,5,5,7,9,5,5,5,7,9,PT3806-펠트스트링파우치.인쇄,,,False
SMTM_PT4390-조립산출물_슬로건맨투맨,,,슬로건 맨투맨,,슬로건 맨투맨,,Phantom Parts,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,PT4390-조립산출물_슬로건맨투맨,,0,False
SMTM_PT5059-나염_전면_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,92500,2550,3600,1850,1740,1595,1464,1473,1457,1452,,,A,1,,톰스코리아 주식회사,김민지,8,8,8,8,8,8,8,8,8,8,PT5059-나염_전면_톰스코리아주식회사,,0,False
SMTM_PT5060-나염_후면_톰스코리아주식회사,,A1,슬로건 맨투맨,,슬로건 맨투맨,톰스코리아 주식회사,Printing Parts,옵션,92500,2550,3600,1850,1740,1595,1464,1473,1457,1452,,,A,1,,톰스코리아 주식회사,김민지,8,8,8,8,8,8,8,8,8,8,PT5060-나염_후면_톰스코리아주식회사,,0,False
SGND_,,,시그니처 다이어리,,시그니처 다이어리,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,0,False
SGND_,,,시그니처 다이어리,,시그니처 다이어리,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,0,False
SGND_PT1233-색박(음각)_130x190_유엘상사[시그니처다이어리],,A1,시그니처 다이어리,,시그니처 다이어리,유엘상사,Printing Parts,옵션,100000,3200,5000,1467,1080,840,534,657,417,408,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1233-색박(음각)_130x190_유엘상사,,0,True
SGND_PT1234-공박(음각)_130x190_유엘상사[시그니처다이어리],,A1,시그니처 다이어리,,시그니처 다이어리,유엘상사,Printing Parts,옵션,100000,2500,4000,1267,880,640,384,507,317,308,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1234-공박(음각)_130x190_유엘상사,,0,True
SGND_PT1235-공박(음각)_80x80_유엘상사[시그니처다이어리],,A1,시그니처 다이어리,,시그니처 다이어리,유엘상사,Printing Parts,옵션,67500,2175,3350,1158,815,608,378,496,314,307,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1235-공박(음각)_80x80_유엘상사,,0,True
SGND_PT1237-색박(음각)_60x60_유엘상사[시그니처다이어리],,A1,시그니처 다이어리,,시그니처 다이어리,유엘상사,Printing Parts,옵션,40000,2600,3800,1267,960,780,522,637,411,406,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1237-색박(음각)_60x60_유엘상사,,0,True
SGND_PT1238-공박(음각)_60x60_유엘상사[시그니처다이어리],,A1,시그니처 다이어리,,시그니처 다이어리,유엘상사,Printing Parts,옵션,40000,1900,2800,1067,760,580,372,487,311,306,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1238-공박(음각)_60x60_유엘상사,,0,True
SGND_PT1241-색박(음각)_80x80_유엘상사[시그니처다이어리],,A1,시그니처 다이어리,,시그니처 다이어리,유엘상사,Printing Parts,옵션,67500,2875,4350,1358,1015,808,528,646,414,407,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT1241-색박(음각)_80x80_유엘상사,,0,True
SGND_PT3371-시그니처다이어리_블랙,⭕재고⭕,C,시그니처 다이어리,,시그니처 다이어리,(주)청산인쇄,Product Parts,옵션,6350,6350,6350,6350,6350,6350,6350,6350,6100,5900,,,C,,권,유엘상사,김민지,0,0,0,0,0,0,0,,0,0,PT3371-시그니처다이어리_블랙,,0,True
SGND_PT3371-시그니처다이어리_블랙[청산인쇄],⭕재고⭕,B1,시그니처 다이어리,,시그니처 다이어리,(주)청산인쇄,Product Parts,옵션,6350,6350,6350,6350,6350,6350,6350,6350,6100,5900,,,B,1,권,(주)청산인쇄,육승미,0,0,0,0,0,0,0,,0,0,PT3371-시그니처다이어리_블랙,,0,True
SGND_PT3373-시그니처다이어리_밴드_기본검정,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3373-시그니처다이어리_밴드_기본검정,,0,False
SGND_PT3373-시그니처다이어리_밴드_기본검정[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3373-시그니처다이어리_밴드_기본검정,,0,False
SGND_PT3375-시그니처다이어리_밴드_6.핑크,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3375-시그니처다이어리_밴드_6.핑크,,0,False
SGND_PT3375-시그니처다이어리_밴드_6.핑크[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3375-시그니처다이어리_밴드_6.핑크,,0,False
SGND_PT3376-시그니처다이어리_밴드_9.주황,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3376-시그니처다이어리_밴드_9.주황,,0,False
SGND_PT3376-시그니처다이어리_밴드_9.주황[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3376-시그니처다이어리_밴드_9.주황,,0,False
SGND_PT3377-시그니처다이어리_밴드_20.빨강,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3377-시그니처다이어리_밴드_20.빨강,,0,False
SGND_PT3377-시그니처다이어리_밴드_20.빨강[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3377-시그니처다이어리_밴드_20.빨강,,0,False
SGND_PT3378-시그니처다이어리_밴드_22.보라,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3378-시그니처다이어리_밴드_22.보라,,0,False
SGND_PT3378-시그니처다이어리_밴드_22.보라[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3378-시그니처다이어리_밴드_22.보라,,0,False
SGND_PT3379-시그니처다이어리_밴드_25.파랑,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3379-시그니처다이어리_밴드_25.파랑,,0,False
SGND_PT3379-시그니처다이어리_밴드_25.파랑[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3379-시그니처다이어리_밴드_25.파랑,,0,False
SGND_PT3380-시그니처다이어리_밴드_26.네이비,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3380-시그니처다이어리_밴드_26.네이비,,0,False
SGND_PT3380-시그니처다이어리_밴드_26.네이비[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3380-시그니처다이어리_밴드_26.네이비,,0,False
SGND_PT3381-시그니처다이어리_밴드_32.하늘색,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3381-시그니처다이어리_밴드_32.하늘색,,0,False
SGND_PT3381-시그니처다이어리_밴드_32.하늘색[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3381-시그니처다이어리_밴드_32.하늘색,,0,False
SGND_PT3382-시그니처다이어리_밴드_34.연두,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3382-시그니처다이어리_밴드_34.연두,,0,False
SGND_PT3382-시그니처다이어리_밴드_34.연두[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3382-시그니처다이어리_밴드_34.연두,,0,False
SGND_PT3383-시그니처다이어리_밴드_37.초록,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3383-시그니처다이어리_밴드_37.초록,,0,False
SGND_PT3383-시그니처다이어리_밴드_37.초록[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3383-시그니처다이어리_밴드_37.초록,,0,False
SGND_PT3384-시그니처다이어리_밴드_52.그레이,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3384-시그니처다이어리_밴드_52.그레이,,0,False
SGND_PT3384-시그니처다이어리_밴드_52.그레이[디자인오엔],⭕재고⭕,C1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,,295,295,295,295,295,290,280,285,280,280,,,C,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3384-시그니처다이어리_밴드_52.그레이,,0,False
SGND_PT3385-시그니처다이어리_밴드_14.노랑,⭕재고⭕,A1,시그니처 다이어리,,시그니처 다이어리,유성(구.유성테프),Product Parts,옵션,295,295,295,295,295,290,280,285,280,280,,,A,1,,주식회사 디자인오엔,김민지,0,0,0,0,0,0,0,,0,0,PT3385-시그니처다이어리_밴드_14.노랑,,0,False
