Code,품목,제품유형 3차분류,제품유형 2차분류,제품유형 1차분류,굿즈 Status 1.goods,PB/NB,출시일,리뉴얼,단종일,"판매일수 
(딘종일-출시일)","판매월 
(딘종일-출시일)",시즌,시즌_1,IP,수주액 2022,수주액 2022/01,수주액 2022/02,수주액 2022/03,수주액 2022/04,수주액 2022/05,수주액 2022/06,수주액 2022/07,수주액 2022/08,수주액 2022/09,수주액 2022/10,수주액 2022/11,수주액 2022/12,수주액 2023,수주액 2023/01,수주액 2023/02,수주액 2023/03,수주액 2023/04,수주액 2023/05,수주액 2023/06,수주액 2023/07,수주액 2023/08,수주액 2023/09,수주액 2023/10,수주액 2023/11,수주액 2023/12,수주액 2024,수주액 2024/01,수주액 2024/02,수주액 2024/03,수주액 2024/04,수주액 2024/05,수주액 2024/06,수주액 2024/07,수주액 2024/08,수주액 2024/09,수주액 2024/10,수주액 2024/11,수주액 2024/12,수주액 2025,수주액 2025/01,수주액 2025/02,수주액 2025/03,수주액 2025/04,수주액 2025/05,수주액 2025/06,수주액 2025/07,수주액 2025/08,수주액 2025/09,수주액 2025/10,수주액 2025/11,수주액 2025/12,판매량 2022,판매량 2022/01,판매량 2022/02,판매량 2022/03,판매량 2022/04,판매량 2022/05,판매량 2022/06,판매량 2022/07,판매량 2022/08,판매량 2022/09,판매량 2022/10,판매량 2022/11,판매량 2022/12,판매량 2023,판매량 2023/01,판매량 2023/02,판매량 2023/03,판매량 2023/04,판매량 2023/05,판매량 2023/06,판매량  2023/07,판매량 2023/08,판매량 2023/09,판매량 2023/10,판매량 2023/11,판매량 2023/12,판매량 2024,판매량 2024/01,판매량 2024/02,판매량 2024/03,판매량 2024/04,판매량 2024/05,판매량 2024/06,판매량 2024/07,판매량 2024/08,판매량 2024/09,판매량 2024/10,판매량 2024/11,판매량 2024/12,판매량 2025,판매량 2025/01,판매량 2025/02,판매량 2025/03,판매량 2025/04,판매량 2025/05,판매량 2025/06,판매량 2025/07,판매량 2025/08,판매량 2025/09,판매량 2025/10,판매량 2025/11,판매량 2025/12,구성비 2022,구성비 2022/01,구성비 2022/02,구성비 2022/03,구성비 2022/04,구성비 2022/05,구성비 2022/06,구성비 2022/07,구성비 2022/08,구성비 2022/09,구성비 2022/10,구성비 2022/11,구성비 2022/12,구성비 2023,구성비 2023/01,구성비 2023/02,구성비 2023/03,구성비 2023/04,구성비 2023/05,구성비 2023/06,구성비 2023/07,구성비 2023/08,구성비 2023/09,구성비 2023/10,구성비 2023/11,구성비 2023/12,구성비 2024,구성비 2024/01,구성비 2024/02,구성비 2024/03,구성비 2024/04,구성비 2024/05,구성비 2024/06,구성비 2024/07,구성비 2024/08,구성비 2024/09,구성비 2024/10,구성비 2024/11,구성비 2024/12,구성비 2025,구성비 2025/01,구성비 2025/02,구성비 2025/03,구성비 2025/04,구성비 2025/05,구성비 2025/06,구성비 2025/07,구성비 2025/08,구성비 2025/09,구성비 2025/10,구성비 2025/11,구성비 2025/12,SKU 2022,SKU 2022/01,SKU 2022/02,SKU 2022/03,SKU 2022/04,SKU 2022/05,SKU 2022/06,SKU 2022/07,SKU 2022/08,SKU 2022/09,SKU 2022/10,SKU 2022/11,SKU 2022/12,SKU 2023,SKU 2023/01,SKU 2023/02,SKU 2023/03,SKU 2023/04,SKU 2023/05,SKU 2023/06,SKU 2023/07,SKU 2023/08,SKU 2023/09,SKU 2023/10,SKU 2023/11,SKU 2023/12,SKU 2024,SKU 2024/01,SKU 2024/02,SKU 2024/03,SKU 2024/04,SKU 2024/05,SKU 2024/06,SKU 2024/07,SKU 2024/08,SKU 2024/09,SKU 2024/10,SKU 2024/11,SKU 2024/12,SKU 2025,SKU 2025/01,SKU 2025/02,SKU 2025/03,SKU 2025/04,SKU 2025/05,SKU 2025/06,SKU 2025/07,SKU 2025/08,SKU 2025/09,SKU 2025/10,SKU 2025/11,SKU 2025/12,판매가 구간,100개 기준 판매가,300개 기준 판매가,검토 내용,[예림] 비고,"판매일 2023/01 
품절일제외","판매일 2023/02 
품절일제외",판매일 2023/03,판매일 2023/04,판매일 2023/05,판매일 2023/06,판매일 2023/07,판매일 2023/08,판매일 2023/09,판매일 2023/10,판매일 2023/11,판매일 2023/12,판매일 2024/01,판매일 2024/02,판매일 2024/03,판매일 2024/04,판매일 2024/05,판매일 2024/06,판매일 2024/07,판매일 2024/08,판매일 2024/09,판매일 2024/10,판매일 2024/11,판매일 2024/12,판매일 2025/01,판매일 2025/02,판매일 025/03,판매일 2025/04,판매일 2025/05,판매일 2025/06,판매일 2025/07,판매일 2025/08,판매일 2025/09,판매일 2025/10,판매일 2025/11,판매일 2025/12,"활성 판매월 2023  
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월_2","판매월 2023 
품절일제외
여름, 겨울시즌 3개월","판매월 2024 
품절일제외
여름, 겨울시즌 3개월","판매월 2025 
품절일제외
여름, 겨울시즌 3개월","월평균 2023
수주액 / 활성판매월","월평균 2024
수주액 / 활성판매월","월평균 2025
수주액 / 활성판매월","월평균 2023
수주액 / 판매월","월평균 2024
수주액 / 판매월","월평균 2025
수주액 / 판매월",판매일 2023(휴일제외),판매일 2024(휴일제외),판매일 2025(휴일제외),영업일 2023(출시 및 단종일 고려),영업일 2024출시 및 단종일 고려),영업일 2025 9월 30일까지출시 및 단종일 고려),영업일수 2025 ,품절율 2023,품절율 2024,"품절율 2025  
9월 30일까지",월평균 2023,소싱구분
STTB,스탠드-업 칫솔,플라스틱 칫솔,구강관리,Lifestyle,판매중,NB,2019.8.26,2022.11.29,,2358,77.6,,,,58218850,2634000,4288500,10191350,5465000,7136600,4091500,9118000,2579000,1190000,4122000,2872000,4530900,98280850,10591700,2092000,7427800,2803250,6629000,10181500,8060000,4210000,4500000,2675000,9170600,29940000,78861420,870000,10564800,4110000,5920000,8115700,8598530,3136000,5858000,7778000,6864690,8434450,8611250,90555840,5769700,1773500,5021000,10772400,5994640,4612600,2341000,3896280,12280600,7119040,15117680,15857400,,,,,,,,,,,,,,,,,,,,,,,,,,,14032,100,1430,600,900,1420,1633,700,1100,1660,1253,1590,1646,14967,840,265,750,2010,1152,820,550,,2270,1299,2461,2550,0.00423,0.00447,0.00784,0.01534,0.0048,0.00707,0.0034,0.01043,0.00208,0.00123,0.00293,0.00115,0.00278,0.0076,0.01201,0.00307,0.00754,0.00446,0.00717,0.01346,0.0089,0.00479,0.0043,0.00212,0.00508,0.01372,0.00592,0.00098,0.01296,0.00692,0.00652,0.00888,0.00828,0.00351,0.00572,0.00704,0.00399,0.00441,0.00568,0.0073,0.00622,0.00248,0.00509,0.0108,0.0061,0.00268,0.0061,0.00406,0.01059,0.00615,0.0092,0.01079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩2,600","₩2,400",코드 통일,STNB >> STTB,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"19,656,170","6,571,785","1,716,173","12,936,549","6,571,785","90,555,840",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
SZBT,Simple 슬라이드지퍼백,반투명,지퍼백,Kit,판매중,PB,2018.10.26,,,2662,87.6,,,,56600140,2708000,1477920,1912000,2425500,1893840,1002000,1518250,7840000,4113000,15229950,9412980,7066700,35663030,1993700,2470000,6179500,1492050,1869200,1600000,2270000,2449700,3034000,1051000,4798890,6454990,48432840,3019400,2990400,2192000,5864850,720000,580000,4059000,5177000,4305600,6087850,6091940,7344800,32834010,2572360,3570000,3055000,2753450,1439000,1042900,285000,2672100,6471000,2201000,3732200,3040000,,,,,,,,,,,,,,,,,,,,,,,,,,,28426,1815,1670,1650,3365,400,200,2350,3120,2715,3365,3436,4340,20966,1543,2080,2250,1675,1150,652,150,2000,3400,1550,2350,2166,0.00411,0.00459,0.0027,0.00288,0.00213,0.00188,0.00083,0.00174,0.00632,0.00426,0.01084,0.00377,0.00434,0.00276,0.00226,0.00363,0.00627,0.00238,0.00202,0.00212,0.00251,0.00279,0.0029,0.00083,0.00266,0.00296,0.00363,0.0034,0.00367,0.00369,0.00646,0.00079,0.00056,0.00454,0.00506,0.0039,0.00354,0.00318,0.00485,0.00265,0.00277,0.00499,0.0031,0.00276,0.00138,0.00033,0.00138,0.00278,0.00558,0.0019,0.00227,0.00207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩1,400","₩1,200",코드 통일,SLZB >> SZBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"35,663,030",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,260,262,195,,1,1,1,,
TB,대나무 칫솔,,구강관리,Lifestyle,졸업,NB,2019.2.11,,2020.6.24,499,16.4,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,단종(견적서 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
TCFE,세이프라이프 차량용소화기,차량용소화기,소화기,Lifestyle,판매중,NB,2022.1.11,,,1489,49,,,,33217500,,,1580000,7482000,5416400,1580000,,2990000,4041600,8402500,1725000,,6182200,1745000,2192200,,2245000,,,,,,,,,16717000,,,5720000,,,,,10997000,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,130,,,,,250,,,,,0,,,,,,,,,,,,,0.00241,0,0,0.00238,0.00658,0.00536,0.00131,0,0.00241,0.00419,0.00598,0.00069,0,0.00048,0.00198,0.00322,0,0.00358,0,0,0,0,0,0,0,0,0.00125,0,0,0.00963,0,0,0,0,0.01075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09_4만~4.5만원,"₩44,300","₩43,800",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,,31,,,,,,,,,,,,5,12,3,7,11,1,"1,236,440","1,393,083",0,0,"1,519,727",0,214,335,31,260,262,195,,0.1769,-0.28,0.841,,
TCMP,테크 미니 파우치,플라스틱 파우치,하드케이스 파우치,Bag&pouch,판매중,PB,2024.2.23,,,716,23.6,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,66159520,,,2102000,13446600,15658700,6027200,6980760,17035500,,730000,2778000,1400760,85029700,6784800,9802000,662700,1656000,7340600,2689000,10774000,16887000,8748000,9897700,6186700,3601200,,,,,,,,,,,,,,,,,,,,,,,,,,,10305,,,300,1960,2630,965,1062,2650,,100,400,238,16334,1340,1910,110,300,1420,500,2050,3300,1650,1880,1190,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496,0,0,0.00354,0.01481,0.01713,0.00581,0.00781,0.01665,0,0.00042,0.00145,0.00092,0.00686,0.00731,0.0137,0.00067,0.00166,0.00356,0.01234,0.00356,0.01759,0.00754,0.00855,0.00376,0.00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩3,600","₩3,400",,,,,,,,,,,,,,,,,27,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,7,4,0,10,1,0,"9,451,360","182,500",#DIV/0!,"6,615,952","85,029,700",0,301,31,0,223,195,,,-0.35,0.841,,중개소싱
TILD,Tailored 스트랩 박스,하이보드,슬리브박스,Kit,판매중,PB,2022.9.30,,,1227,40.4,,,,13785000,,,,,,,,,,2220000,1510000,10055000,94490500,15482200,,6114000,7168000,1630000,1630000,1620000,2050000,6136500,,3554000,49105800,39339000,9009600,3600000,,4077000,3635000,385000,385000,,,1852200,4763400,11631800,59618500,16812000,6052000,7990000,955000,2055000,2540000,9132000,,1490000,,6479000,6113500,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,710,200,,300,250,,,,,135,320,2322,5372,1600,701,650,50,150,200,700,,100,,371,850,0.001,0,0,0,0,0,0,0,0,0,0.00158,0.00061,0.00618,0.00731,0.01756,0,0.0062,0.01142,0.00176,0.00216,0.00179,0.00233,0.00587,0,0.00197,0.0225,0.00295,0.01014,0.00442,0,0.00449,0.00398,0.00037,0.00043,0,0,0.00108,0.00249,0.00768,0.00481,0.01811,0.00846,0.0081,0.00096,0.00336,0.01046,0.00336,0,0.00128,0,0.00394,0.00416,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩7,400","₩5,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"94,490,500",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,260,262,195,,1,1,1,,
TMLO,투마일 오피스 슬리퍼,오피스 슬리퍼,슬리퍼,Apparel,졸업,NB,2022.3.21,,,1420,46.7,,,,47796100,,,,,6675000,4389000,2090000,,6501000,4866000,20985100,2290000,51221450,,8344400,,,8818200,10204850,4870000,7418150,,,,11565850,41624860,,3950000,,,2918200,10737500,9456000,3869960,1315000,1390000,6460000,1528200,4574540,245000,,,,4329540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,,150,,,110,470,400,136,50,50,250,60,201,0,,,,201,,,,,,,,0.00347,0,0,0,0,0.00661,0.00364,0.00239,0,0.00673,0.00346,0.00841,0.00141,0.00396,0,0.01226,0,0,0.00954,0.01349,0.00538,0.00844,0,0,0,0.0053,0.00312,0,0.00485,0,0,0.00319,0.01034,0.01058,0.00378,0.00119,0.00081,0.00337,0.00101,0.00037,0.00026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,05_2만~2.5만원,"₩22,500","₩21,000",,,,,,,,,,,,8,30,31,31,29,31,30,31,30,31,31,30,,,,,,,,,,,,,,,,1,12,0,3,9,0,"51,221,450","3,468,738",#DIV/0!,"1,524,847","4,624,984",#DIV/0!,69,274,0,260,262,195,,0.7346,-0.05,1,,
TNCL,썸네일 캘린더,스프링 캘린더,캘린더,Stationery,판매중,PB,2021.9.3,,,1619,53.3,계절적제품: 겨울,계절적제품: 겨울,,98569200,1692000,,,,,,0,6588000,,41700500,45588700,3000000,48491500,,,,,,,8446500,,13888000,,11232000,14925000,101567450,4629900,,,,,,,37070050,14378000,,31647500,13842000,36317660,,,,,,,,,,18008580,16059080,2250000,,,,,,,,,,,,,,,,,,,,,,,,,,,12855,610,,,,,,,4095,2600,,3450,2100,7729,,,,,,,,,,4098,3331,300,0.00716,0.00287,0,0,0,0,0,0,0.00531,0,0.02969,0.01827,0.00184,0.00375,0,0,0,0,0,0,0.00933,0,0.01328,0,0.00623,0.00684,0.00762,0.00521,0,0,0,0,0,0,0.03622,0.01302,0,0.01653,0.00914,0.00293,0,0,0,0,0,0,0,0,0,0.01556,0.00977,0.00153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,₩0,"₩7,500",,문제 해결,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,3,3,4,7,12,1,"16,163,833","33,855,817",0,"5,188,237","8,463,954","36,317,660",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
TNCS,Start 틴케이스,틴케이스,틴케이스,Kit,판매중,PB,2018.10.26,,,2662,87.6,,,,63858170,4681500,2659600,3404500,5936000,1376000,915600,830550,2176000,15558000,900000,19392420,6028000,40065640,900000,1230000,4024000,1750000,4944000,2905000,4253640,2312000,810000,2830000,3855000,10252000,13917360,2950000,,,,2252000,,830000,,4040500,,1742500,2102360,9015500,,,,5348000,,,850000,,,820000,850000,1147500,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,500,,,,300,,100,,550,,250,311,1200,,,,800,,,100,,,50,100,150,0.00464,0.00794,0.00486,0.00513,0.00522,0.00136,0.00076,0.00095,0.00175,0.01611,0.00064,0.00777,0.0037,0.0031,0.00102,0.00181,0.00408,0.00279,0.00535,0.00384,0.0047,0.00263,0.00077,0.00225,0.00214,0.0047,0.00104,0.00332,0,0,0,0.00246,0,0.00093,0,0.00366,0,0.00091,0.00139,0.00073,0,0,0,0.00536,0,0.00097,0,0,0,0.00071,0.00052,0.00078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩3,400","₩3,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"40,065,640",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,260,262,195,,1,1,1,,
TRAC,TrueHEPA 미니 공기청정기,공기청정기,계절가전,Tech,졸업,NB,2020.1.2,,2021.12.27,725,23.8,,계절적제품: 봄/가을,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_2만~2.5만원,"₩22,500","₩20,500",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
TRKF,트루KF94 프린팅 마스크,마스크,위생,Lifestyle,졸업,PB,2021.12.15,,2025.4.30,1232,40.5,,,,15235000,3230000,,6520000,3724000,,,,,,1761000,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0.00111,0.00548,0,0.00982,0.00327,0,0,0,0,0,0.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01_0~5천원,₩0,₩0,단종(견적서 등록 완료),,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,,,,,,,,,,,,,4,12,3,7,12,0,0,0,0,0,0,#DIV/0!,214,365,0,260,262,86,,0.1769,-0.39,1,,
TRPC,트리플 컬러펜 | JETSTREAM,삼색펜,펜,Stationery,판매중,NB,2022.7.14,,,1305,42.9,,,,31118910,,,,,,,2070000,11764740,2276000,1980000,8958970,4069200,81469510,5091500,2499200,13028200,,10064000,4827340,2400000,800000,1730000,5000000,35229270,800000,60259570,2780000,4953200,2472000,5083550,3533500,,610000,7950000,3216800,4789600,9436800,15434120,65585140,720000,15945640,,,,4920000,2100000,2820000,3312000,2153280,6842820,7587200,,,,,,,,,,,,,,,,,,,,,,,,,,,8727,400,680,320,685,450,,100,1200,460,680,1410,2342,9355,100,2442,,2322,600,700,300,,470,308,1033,1080,0.00226,0,0,0,0,0,0,0.00237,0.00948,0.00236,0.00141,0.00359,0.0025,0.0063,0.00577,0.00367,0.01322,0,0.01089,0.00638,0.00265,0.00091,0.00165,0.00397,0.01953,0.00037,0.00452,0.00313,0.00608,0.00416,0.0056,0.00387,0,0.00068,0.00777,0.00291,0.00279,0.00493,0.01019,0.00529,0.00078,0.02229,0,0.01519,0.00651,0.00241,0.00651,0.00294,0.00286,0.00186,0.00416,0.00516,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩6,400","₩6,000",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"16,293,902","5,021,631","1,197,400","9,369,306","5,021,631","65,585,140",214,365,31,260,262,195,,0.1769,-0.39,0.841,,국내소싱
TTCB,톤앤톤 쿨러백,보냉백,레저/피크닉,Outdoor,판매중,PB,2021.5.11,,,1734,57,,계절적제품: 봄/가을,,405424200,9819500,28819000,4145000,95298000,34175520,52402080,64600000,68267000,13832000,13595400,7306700,13164000,215991760,7278000,5309000,23246100,29706860,3806500,16212100,49837000,7680000,26763000,2520000,18775200,24858000,203951180,11199600,29412120,9160550,7975840,17470200,35793180,25914890,35965400,8215000,10782200,12062200,,95892140,9390000,6510000,18957000,,,3247500,19728000,14430640,,2310000,6360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9132,480,1231,335,344,780,1627,1145,1780,350,480,580,,4100,400,300,900,450,200,150,900,400,,100,300,,0.02946,0.01665,0.05269,0.00624,0.08377,0.03384,0.0435,0.07392,0.05501,0.01433,0.00968,0.00293,0.00809,0.0167,0.00825,0.0078,0.02358,0.04732,0.00412,0.02144,0.05503,0.00874,0.02559,0.002,0.01041,0.01139,0.0153,0.0126,0.03608,0.01543,0.00879,0.01912,0.03448,0.02899,0.03514,0.00744,0.00627,0.0063,0,0.00773,0.01012,0.0091,0.01921,0.01033,0.00429,0.0226,0.00429,0.01503,0,0.002,0.00387,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,04_1.5만~2만원,"₩21,000","₩19,700",,,,,,,,,,,,22,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"215,991,760","16,995,932","2,695,550","31,964,047","16,995,932","95,892,140",83,365,31,260,262,195,,0.6808,-0.39,0.841,,
TTSK,리멤버 타투스티커,커스텀 스티커,타투스티커,Lifestyle,판매중,PB,2023.9.12,,,880,28.9,,,,0,,,,,,,,,,,,,3593900,,,,,,,,,,1260000,2333900,,15081280,,,,1803780,,1020000,5300000,750000,4100000,1627500,480000,,14136140,762960,,2931000,,,3176000,643200,,2850000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977,,,,427,,300,2500,200,2000,450,100,,5142,204,,940,862,,1000,160,676,900,400,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0.001,0.00129,0,0.00113,0,0,0,0.00199,0,0.00098,0.00593,0.00073,0.00371,0.00095,0.00025,0,0.00114,0.00082,0,0.00297,0.00228,0.0042,0.00074,0.0042,0,0.00246,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩3,900","₩2,700",,,,,,,,,,,,8,30,31,31,29,19,30,,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,11,4,3,11,1,"3,593,900","1,371,025","406,875","4,712,047","1,371,025","14,136,140",69,322,31,79,262,195,,0.1266,-0.23,0.841,,
TUTH,리프레쉬 고체치약,치약,구강관리,Lifestyle,판매중,NB,2022.4.29,,,1381,45.4,,,,27018630,,,0,,,3622000,10358700,5055930,4497500,2232400,,1252100,61451170,4504000,3870000,2882000,5763950,,1316000,3257150,4556470,2410000,1360000,6931600,24600000,34192410,3688170,4270000,4520000,,2160000,1160000,,8037000,640000,955400,,8761840,23183200,7538000,1866000,,,,,,680000,5104500,5574700,1260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701,547,600,600,,300,200,,1650,100,170,,1534,4170,1500,360,,100,100,,,100,850,960,200,,0.00196,0,0,0,0,0,0.00301,0.01185,0.00407,0.00466,0.00159,0,0.00077,0.00475,0.00511,0.00569,0.00292,0.00918,0,0.00174,0.0036,0.00518,0.0023,0.00108,0.00384,0.01127,0.00257,0.00415,0.00524,0.00761,0,0.00236,0.00112,0,0.00785,0.00058,0.00056,0,0.00578,0.00187,0.00812,0.00261,0,0.00058,0,0,0,0.00071,0.0044,0.00482,0.00077,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩5,000","₩4,800",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"12,290,234","2,849,368","238,850","3,311,886","2,849,368","23,183,200",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
