파츠명 (Long ver),굿즈 연결 현황 (from item),파츠 유형,파츠: 가로x세로x높이(장폭고),파츠: 지류/소재,발주 세부사항(임가공 포함),재고여부,제작협력사,itemdb (new),1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,재고_리드타임,파츠 제작 리드타임_기본_500개,파츠 제작 이동 리드타임,파츠 제작 리드타임_수량별 조정_1000개,파츠 제작 리드타임_수량별 조정_3000개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,파츠 제작 리드타임_수량별 조정_100개,파츠 총 제작 리드타임_100개,파츠 제작 리드타임_수량별 조정_300개,파츠 총 제작 리드타임_300개
PT0767-듀얼USB3.1(32GB)_실버,,Product Parts,38.1x20.1x9.4,,,,주식회사 이제이네트웍스,DUSB_PT0767-듀얼USB3.1(32GB)_실버,,,8272,8272,8272,8272,8272,8272,8272,8272,,,,,,,0,0,,0,,0
PT1076-센텐스펜_블랙,,Product Parts,143x10,플라스틱,,,(주)효성에스피,STCP_PT1076-센텐스펜_블랙,,0,450,450,450,450,450,450,450,450,,1,2,1,1,1,2,2,,1,,1
PT1533-인스타피규어_핸드블록(C)_화이트,,Product Parts,24x16,,,,엠알오즈(MROZ),"CPLG_PT1533-인스타피규어_핸드블록(C)_화이트,ISGK_PT1533-인스타피규어_핸드블록(C)_화이트[인스타가드닝키트]",60000,1200,600,600,600,500,500,500,500,500,,,,,,,0,0,,0,,0
PT0382-실크_1색_NoStressPD충전기_엠피맨코리아,,Printing Parts,,,,,주식회사 에스피디(SPD),PDCG_PT0382-실크_1색_NoStressPD충전기_엠피맨코리아[노스트레스PD충전기],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0659-전사_74x105_굿이너프다이어리_승화파트너스,,Printing Parts,,,,,(주)승화파트너스,GEND_PT0659-전사_74x105_굿이너프다이어리_승화파트너스[굿이너프다이어리_커버],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0538-슬리브(커스텀인쇄)(세로형)_블랙_200-1,,Package Parts,247x217x93,,,,(주)청산인쇄,SLVB_PT0538-슬리브(커스텀인쇄)(세로형)_블랙_200-1,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1589-컴퍼니워터(다이아몬드EC500ml),,Product Parts,,,,,헬로우비,CWTR_PT1589-컴퍼니워터(다이아몬드EC500ml),,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0888-패드_유광블랙1색_모바일오피스파우치_동우패드,,Printing Parts,,,,,동우패드,MOFP_PT0888-패드_유광블랙1색_모바일오피스파우치_동우패드[모바일오피스파우치],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0001-색박(음각)_100x150_슬로건다이어리_유엘상사,,Printing Parts,,,,,유엘상사,SLGN_PT0001-색박(음각)_100x150_슬로건다이어리_유엘상사[슬로건다이어리],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0002-레이저각인_BringYourCup_한주텀블러,,Printing Parts,,,,,강천FNT,BYCT_PT0002-레이저각인_BringYourCup_한주텀블러[브링유어컵텀블러_바디],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0003-실크_BringYourCup_한주텀블러,,Printing Parts,,,,,강천FNT,BYCT_PT0003-실크_BringYourCup_한주텀블러[브링유어컵텀블러_바디],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1761-프레시캘린더_내지(커스텀인쇄)_화이트+옵셋지정색,,Product Parts,200x132,아코팩 웜화이트 200g,양면 4도인쇄,,(주)청산인쇄,FRCL_PT1761-프레시캘린더_내지(커스텀인쇄)_화이트+옵셋지정색,,,2049,1550,1100,936,845,845,780,780,,,,,,,0,0,,0,,0
PT0968-밸류메모큐브(비접착.M.측면+낱장)_화이트+디지털풀컬러,,Product Parts,80x80x56,백색모조지 80g,"91B4E61C5A220888058

**최소수량 7개 (4개단위로 up)
1) 떡제본상철(떡메)
2) 측면인쇄_3방인쇄
3) 낱장인쇄",,주식회사 베러웨이시스템즈,VMCB_PT0968-밸류메모큐브(비접착.M.측면+낱장)_화이트+디지털풀컬러,645771,4027,4034,3521,3496,3475,3468,3467,3466,3465,,13,,,,13,13,13,-5,8,-2,11
PT0005-실크_1색_얼티밋배터리_개미기획,,Printing Parts,,,,,개미기획,UTBT_PT0005-실크_1색_얼티밋배터리_개미기획[얼티밋배터리],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0741-전사_7색_외부단면_데일리머그_홍보요업,,Printing Parts,,,,,홍보요업,DMUG_PT0741-전사_7색_외부단면_데일리머그_홍보요업[데일리머그],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0006-플랫무선충전패드(원형)_화이트,,Product Parts,69x69x8,,,,코스맥스코리아,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0393-무광스트링파우치(기성)_블랙_100-2,,Package Parts,170x250,,,,Kapaii,FSAN_PT0393-무광스트링파우치(기성)_블랙_100-2,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1048-비치타월_직조라벨,,Product Parts,,,,,(주)승화파트너스,BCTW_PT1048-비치타월_직조라벨,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1573-배경지(커스텀인쇄)_화이트+디지털풀컬러_100-3,,Package Parts,100x150,아트지 250g,"1) 양면 디지털 프린팅
2) 양면 무광코팅
3) 사각재단",,서울디지털인쇄협동조합,CFMS_PT1573-배경지(커스텀인쇄)_화이트+디지털풀컬러_100-3[OPP],,350,350,300,280,250,230,200,180,0,,3,1,2,4,3,5,7,,3,,3
PT0007-얼티밋배터리_피치,,Product Parts,,,,,단미,UTBT_PT0007-얼티밋배터리_피치,,0,16900,16200,15500,15100,14700,14700,14700,14700,,,,,,,0,0,,0,,0
PT0008-글로시키링_키링,,Product Parts,,,,,코알라디자인,GKEY_PT0008-글로시키링_키링,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0742-전사_4색_외부360도_데일리머그_홍보요업,,Printing Parts,,,,,홍보요업,DMUG_PT0742-전사_4색_외부360도_데일리머그_홍보요업[데일리머그],150000,17222,8922,3993,3350,2370,1880,1880,1840,1840,,,,,,,0,0,,0,,0
PT0923-미니멀무선충전마우스패드(와이드)_로즈,,Product Parts,346x225,,,,브로스앤컴퍼니 주식회사,WLMD_PT0923-미니멀무선충전마우스패드(와이드)_로즈,,,,,,,,,,,,1,2,,,1,1,1,,1,,1
PT0954-믹스매치머그_블랙,,Product Parts,,,,,주식회사 지투에이,MIXM_PT0954-믹스매치머그_블랙,,27900,26900,24700,23900,22100,19600,19600,19600,19600,,,,,,,0,0,,0,,0
PT0391-0%무염색타올(핸드타올)_아이보리,,Product Parts,,,,,케이준컴퍼니,ZETW_PT0391-0%무염색타올(핸드타올)_아이보리,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0009-원핸드텀블러(270ml)_실버,,Product Parts,,,,,하이드로웍스,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1541-지지대_화이트_100-2,,Package Parts,100x170,몽블랑 화이트 240g,사각재단/ 무지,,(주)청산인쇄,ILHC_PT1541-지지대_화이트_100-2[일러스트손수건],,,,200,,,,,,0,,3,1,2,3,3,5,6,,3,,3
PT0010-오픈박스(커스텀인쇄)_블랙_100-3,,Package Parts,143x206x28,BV 400g,,,(주)청산인쇄,PWOP_PT0010-오픈박스(커스텀인쇄)_블랙_100-3,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0955-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-61,,Package Parts,56x115,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,MIXM_PT0955-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-61[단품박스],,250,250,220,200,180,150,120,100,100,,,,,,,0,0,,0,,0
PT1814-실크_손잡이_핑거팬_신명인쇄,,Printing Parts,,,,,신명인쇄,FING_PT1814-실크_손잡이_핑거팬_신명인쇄[핑거팬],16000,2120,1060,1020,1012,1006,1002,1001,1001,1000,,,,,,,0,0,,0,,0
PT1762-프레시캘린더_커버_화이트+옵셋풀컬러,,Product Parts,200x132,아코팩 웜화이트 200g,양면 4도인쇄,,(주)청산인쇄,FRCL_PT1762-프레시캘린더_커버_화이트+옵셋풀컬러,,,1560,560,360,220,115,100,90,80,,,,,,,0,0,,0,,0
PT1542-패브릭디지털_일러스트손수건_승화파트너스,,Printing Parts,,,,,(주)승화파트너스,ILHC_PT1542-패브릭디지털_일러스트손수건_승화파트너스[일러스트손수건],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0924-공박(음각)_미니멀무선충전마우스패드_유엘상사,,Printing Parts,,,,,유엘상사,WLMD_PT0924-공박(음각)_미니멀무선충전마우스패드_유엘상사[미니멀무선충전마우스패드],37500,2450,2075,1825,1575,1438,1413,1308,1204,1101,,,,,,,0,0,,0,,0
PT1701-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-52,,Package Parts,75x75,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,FACB_PT1701-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-52[제조사_단품박스],,170,170,150,130,110,90,80,70,100,,2,1,2,4,2,4,6,,2,,2
PT0012-UV_피규어상체전면_인스타피규어_DMK,,Printing Parts,,,,,DMK,"CPLG_PT0012-UV_피규어상체전면_인스타피규어_DMK[인스타피규어_기본피규어],ISGK_PT0012-UV_피규어상체전면_인스타피규어_DMK[인스타피규어_기본피규어]",,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0013-레더홀더_레드,,Product Parts,,,,,부흥사,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0884-메세지스트랩,,Product Parts,12x300,,배경지+OPP 임가공,,아이작,MSST_PT0884-메세지스트랩,,,1819,1728,1637,1500,1319,1090,909,909,,,,,,,0,0,,0,,0
PT0014-지그스위스보틀(500ml)_울트라레몬,,Product Parts,,,,,하이드로웍스,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0661-굿이너프다이어리_내지(만년)_화이트,,Product Parts,136x196,미색모조 80g,,,미정(TBD),GEND_PT0661-굿이너프다이어리_내지(만년)_화이트[굿이너프다이어리_커버],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0015-피크닉포터블스피커_크림,,Product Parts,76.5x76.5x152,,,,어썸리(구. 비코어랩),PICP_PT0015-피크닉포터블스피커_크림,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0016-레이저각인_SIGG스위스보틀_하이드로웍스,,Printing Parts,,,,,하이드로웍스,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1480-레이저각인_워터풀무선가습기_상상이상,,Printing Parts,,,,,상상이상,WTWH_PT1480-레이저각인_워터풀무선가습기_상상이상[워터풀무선가습기],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0018-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-12,,Package Parts,80x58x142,,,,(주)청산인쇄,PDCG_PT0018-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-12,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0399-슬리브(커스텀인쇄)_그레이_200-3,,Package Parts,263x188x110 펼침 568*262,"두성_
캐빈보드(그레이)	354g","1)실크
2)도무송
3)양면테잎접착 임가공
4)기존목형 사용 - / 일 ?",,(주)청산인쇄,BSKP_PT0399-슬리브(커스텀인쇄)_그레이_200-3[바스켓],,,,,,,,,,,,,,,,,0,0,,0,,0
PT1349-실크_양면_아이콘콜드컵_제이더블유굿즈,,Printing Parts,,,단면실크인쇄,,주식회사 제이더블유굿즈,ICCC_PT1349-실크_양면_아이콘콜드컵_제이더블유굿즈[아이콘콜드컵],45000,2000,1000,627,556,413,363,363,313,313,,5,,,,5,5,5,,5,,5
,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0960-바캉스드라이백_블랙,,Product Parts,310x570,PVC,,,(주) 한국코사,DRYB_PT0960-바캉스드라이백_블랙,,0,4100,4100,3900,3800,3800,3800,3800,3800,,,,,,,0,0,,0,,0
PT0020-폴더블보틀_카네이션핑크,,Product Parts,,,,,주식회사 에코에이스,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1115-슈가케인펜_그레이,,Product Parts,143x17,,,,RD상사(세나토코리아),SCPN_PT1115-슈가케인펜_그레이,,,,,,,,,,,10,1,2,1,1,1,2,2,,1,,1
PT1558-레이저각인_커피펜슬_타우하이텍,,Printing Parts,,,,,타우하이텍,CFPC_PT1558-레이저각인_커피펜슬_타우하이텍[커피펜슬],,0,0,0,0,0,0,0,0,0,,3,1,3,6,3,6,9,,3,,3
PT1504-유니크디퓨저_리드스틱_블랙,,Product Parts,3x170,,,,(주)단향,UNDF_PT1504-유니크디퓨저_리드스틱_블랙,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0743-전사_3색_외부단면_데일리머그_홍보요업,,Printing Parts,,,,,홍보요업,DMUG_PT0743-전사_3색_외부단면_데일리머그_홍보요업[데일리머그],150000,9822,5222,2543,2250,1620,1280,1280,1250,1250,,,,,,,0,0,,0,,0
PT0925-실크_미니멀무선충전마우스패드_브로스앤컴퍼니,,Printing Parts,,,,,개미기획,WLMD_PT0925-실크_미니멀무선충전마우스패드_브로스앤컴퍼니[미니멀무선충전마우스패드],0,1600,1300,1100,960,930,810,806,803,801,,,,,,,0,0,,0,,0
PT0021-드링크리얼에너지(양배추맛)_그린,,Product Parts,,,,,잇츠에너지,DREL_PT0021-드링크리얼에너지(양배추맛)_그린,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0744-전사_2색_외부단면_데일리머그_홍보요업,,Printing Parts,,,,,홍보요업,DMUG_PT0744-전사_2색_외부단면_데일리머그_홍보요업[데일리머그],150000,7222,3922,2110,1930,1420,1160,1160,1140,1140,,,,,,,0,0,,0,,0
PT0022-드링크리얼에너지(도라지맛)_퍼플,,Product Parts,,,,,잇츠에너지,DREL_PT0022-드링크리얼에너지(도라지맛)_퍼플,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1771-싸바리뚜껑박스(커스텀인쇄)_컬러_100-1,,Package Parts,175x70x65,"겉박스:그문드캔버스 블랙, 크림
속박스:그문드캔버스 색상커스텀 ***
","1) 겉박스 색상 : 402크림과 400블랙 중 택일
2) 속박스 색상 : 그문드 캔버스에서 선택
3) 스펀지 개별박스 내 포함 필수 ",,페이퍼리즘,PSGB_PT1771-싸바리뚜껑박스(커스텀인쇄)_컬러_100-1,9878000,197560,98780,7634,6781,5025,3150,3150,3150,3150,,,,,,,0,0,,0,,0
PT1306-사각스티커(커스텀인쇄)(가로형)_화이트+디지털풀컬러_000-12,,Package Parts,85x66,초강접스티커 90g,,,서울디지털인쇄협동조합,"SLVP_PT1306-사각스티커(커스텀인쇄)(가로형)_화이트+디지털풀컬러_000-12[실버팩_200-2],DONE_PT1306-사각스티커(커스텀인쇄)(가로형)_화이트+디지털풀컬러_000-12[실버팩]",2000,200,200,180,160,150,130,110,90,70,,2,1,2,4,2,4,6,,2,,2
PT0998-단품박스(기성)(펌프형)_000-20,,Package Parts,78x75x200,,,,주식회사 더시그니처컴퍼니,BTSZ_PT0998-단품박스(기성)(펌프형)_000-20,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0768-듀얼USB3.1(64GB)_실버,,Product Parts,38.1x20.1x9.4,,,,주식회사 이제이네트웍스,DUSB_PT0768-듀얼USB3.1(64GB)_실버,,,11591,11591,11591,11591,11591,11591,11591,11591,,,,,,,0,0,,0,,0
PT0023-드링크리얼에너지(석류맛)_레드,,Product Parts,,,,,잇츠에너지,DREL_PT0023-드링크리얼에너지(석류맛)_레드,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0433-슬리브(커스텀인쇄)_블랙_400-1,,Package Parts,477x178x105,"(선택필요)
삼원 하이보드 #45A 블랙	400g / 삼원 하이보드 #43A 순백색 400g 
(합지) 밍크지, 검정	200g",1)박 2)합지3)도무송 4)단면접착 ,,(주)청산인쇄,BOXS_PT0433-슬리브(커스텀인쇄)_블랙_400-1[골지트레이박스],,,,,,,,,,0,,,,,,,0,0,,0,,0
PT0703-배경지(커스텀인쇄)_화이트+옵셋지정색_100-5,,Package Parts,102x152,아트지 250g,"1) 디지털 프린팅
2) 사각재단",,(주)청산인쇄,GKEY_PT0703-배경지(커스텀인쇄)_화이트+옵셋지정색_100-5[실버팩],,0,0,0,0,0,0,0,0,0,,4,1,2,4,4,6,8,,4,,4
PT0434-웰컴페이퍼(커스텀인쇄)_화이트+옵셋풀컬러_400-1,,Package Parts,460x160,몽블랑 화이트 240g,"1)단면인쇄
2)코팅없음",,주식회사 베러웨이시스템즈,BOXS_PT0434-웰컴페이퍼(커스텀인쇄)_화이트+옵셋풀컬러_400-1,4000,680,570,435,390,333,319,319,319,319,,2,1,2,4,2,4,6,,2,,2
PT0435-매뉴얼(전용)_블랙_100-1,,Package Parts,125x184,몽블랑 화이트 240g,1) 양면 인쇄 2) 양면 무광코팅,,서울디지털인쇄협동조합,BOXS_PT0435-매뉴얼(전용)_블랙_100-1,,400,400,370,350,320,290,260,220,0,,4,1,2,4,4,6,8,,4,,4
PT1063-레이저각인_샤오미사일런트마우스_타우하이텍,,Printing Parts,,,레이저인쇄,,타우하이텍,XMOU_PT1063-레이저각인_샤오미사일런트마우스_타우하이텍[무선마우스],,0,1100,1100,1100,1100,1100,1100,1100,1100,,2,1,3,6,2,5,8,,2,,2
PT1826-라벨스티커(핸디파우더솝)_화이트+디지털풀컬러,,Product Parts,107x45,"유포지 80g
","1) 사각2R
2) 단면 인쇄
3) 단면 무광코팅",,주식회사 베러웨이시스템즈,HDPS_PT1826-라벨스티커(핸디파우더솝)_화이트+디지털풀컬러,10600,424,328,173,141,114,83,74,74,74,,3,1,2,4,3,5,7,,3,,3
PT1827-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-10,,Package Parts,38x75x107,BV 350g,"1) 단면 4도인쇄
2) 단면 무광코팅
3) 매끈한면 인쇄
임가공)스옆면 접착	",,(주)청산인쇄,HDPS_PT1827-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-10,,,2700,800,570,380,190,160,130,130,,6,1,2,4,6,8,10,,6,,6
PT0999-띠지(커스텀인쇄)_화이트+디지털풀컬러_300-2,,Package Parts,330x75,,"1) 단면인쇄
2) 단면무광코팅
3) 오시 1줄",,주식회사 베러웨이시스템즈,BTSZ_PT0999-띠지(커스텀인쇄)_화이트+디지털풀컬러_300-2[단품박스(펌프형)],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0024-편직양말_컬러,,Product Parts,240~260,,,,준희어패럴,CSTS_PT0024-편직양말_컬러,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0726-공박(음각)_노마드백팩_유엘상사,,Printing Parts,,,,,유엘상사,NMBP_PT0726-공박(음각)_노마드백팩_유엘상사[가죽라벨],,6800,1800,1800,1800,1800,1800,1800,1800,1800,,,,,,,0,0,,0,,0
PT0961-바캉스드라이백_레드,,Product Parts,310x570,PVC,,,(주) 한국코사,DRYB_PT0961-바캉스드라이백_레드,,0,4100,4100,3900,3800,3800,3800,3800,3800,,,,,,,0,0,,0,,0
PT0885-전사_4도정밀_메세지스트랩_아이작,,Printing Parts,,,,,아이작,MSST_PT0885-전사_4도정밀_메세지스트랩_아이작[메세지스트랩],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0769-듀얼USB3.1데이터삽입,,Product Parts,,,,,주식회사 이제이네트웍스,DUSB_PT0769-듀얼USB3.1데이터삽입,,,300,300,300,300,300,300,300,300,,1,,,,1,1,1,,1,,1
PT1534-인스타피규어_핸드블록(A)_화이트,,Product Parts,16x8,,,,엠알오즈(MROZ),"CPLG_PT1534-인스타피규어_핸드블록(A)_화이트,ISGK_PT1534-인스타피규어_핸드블록(A)_화이트[인스타가드닝키트]",30000,600,300,300,300,200,200,200,200,200,,,,,,,0,0,,0,,0
PT1778-골프공(볼빅마그마),,Product Parts,42x42,,,,툴커뮤니케이션,"PSGB_PT1778-골프공(볼빅마그마),EDGB_PT1778-골프공(볼빅마그마)",,10750,10750,10500,10000,9750,9750,9750,9750,9750,,,,,,,0,0,,0,,0
PT0704-글로시키링_아크릴(레귤러)_컬러,,Product Parts,36x50x3,,"A타입(키링단품임가공시) / B타입(마스크케이스 조립시
키링 조립: 무광블랙 D고리, 군번줄, O링(2개) 
기본 패키지: 실버팩+커스텀대지",,코알라디자인,GKEY_PT0704-글로시키링_아크릴(레귤러)_컬러,20000,1700,850,700,650,620,620,620,570,570,,,,,,,0,0,,0,,0
PT0763-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-34,,Package Parts,90x50,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,DAHP_PT0763-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-34[데일리핫팩],1700,170,170,150,130,120,100,80,70,60,,,,,,,0,0,,0,,0
PT0539-슬리브(커스텀인쇄)(세로형)_화이트+옵셋풀컬러_200-1,,Package Parts,247x217x93,,,,(주)청산인쇄,SLVB_PT0539-슬리브(커스텀인쇄)(세로형)_화이트+옵셋풀컬러_200-1,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1702-페이머스캡슐보틀(PP)_화이트,,Product Parts,70x70x215,,,,주식회사 제이더블유굿즈,FACB_PT1702-페이머스캡슐보틀(PP)_화이트,,0,3200,3000,2900,2800,2800,2800,2800,2800,,,,,,,0,0,,0,,0
PT1049-비치타월_원단_화이트,,Product Parts,1300x700,,,,(주)승화파트너스,BCTW_PT1049-비치타월_원단_화이트,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0657-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-70,,Package Parts,53x220,아트지 라벨 90g,"1) 단면인쇄
2) 무광코팅
3) 낱장재단",,주식회사 베러웨이시스템즈,"MSKT_PT0657-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-70[종이봉투],TRKF_PT0657-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-70[미스트페이퍼봉투]",5700,332,221,140,120,100,80,76,75,75,,3,1,2,4,3,5,7,,3,,3
PT0026-자수_케이준컴퍼니,,Printing Parts,,,,,케이준컴퍼니,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0969-밸류메모큐브(비접착.M.측면)_화이트+디지털풀컬러,,Product Parts,80x80x56,백색모조지 80g,"91B450A0F3765642035

**최소수량 1개 (1개단위로 up)
1) 떡제본상철(떡메)
2) 측면인쇄_3방인쇄
",,주식회사 베러웨이시스템즈,VMCB_PT0969-밸류메모큐브(비접착.M.측면)_화이트+디지털풀컬러[밸류메모큐브_측면],8505,3035,2982,2615,2615,2615,2615,2615,2615,2615,,12,,,,12,12,12,-5,7,-2,10
PT1064-무선마우스_화이트,,Product Parts,60x110x32,"ABS, PC",,,주식회사 에스피디(SPD),XMOU_PT1064-무선마우스_화이트,,0,15000,15000,15000,15000,15000,15000,15000,15000,,1,2,1,1,1,2,2,,1,,1
PT0956-레이저각인_믹스매치머그_하이드로웍스,,Printing Parts,,,,,하이드로웍스,MIXM_PT0956-레이저각인_믹스매치머그_하이드로웍스[믹스매치머그],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1518-배경지(커스텀인쇄)(기본)_화이트+옵셋풀컬러_000-1,,Package Parts,57x65,아트지 250g,"1) 양면 디지털 프린팅
2) 양면 무광코팅
3) 사각재단",,서울디지털인쇄협동조합,CPLG_PT1518-배경지(커스텀인쇄)(기본)_화이트+옵셋풀컬러_000-1[OPP],15000,300,300,270,250,230,200,150,100,100,,0,1,1,2,0,1,2,,0,,0
PT0027-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-18,,Package Parts,65x80,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,CSTS_PT0027-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-18[실버팩],2000,200,200,180,160,150,130,110,90,70,,,,,,,0,0,,0,,0
PT1469-사각스티커(커스텀인쇄)_화이트_000-17,,Package Parts,65x120 ,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,AHFF_PT1469-사각스티커(커스텀인쇄)_화이트_000-17[단품박스],,250,250,220,200,180,150,120,100,0,,2,1,2,4,2,4,6,,2,,2
PT1074-실크_펠트스트링파우치_영일패키지,,Printing Parts,,,,,개미기획,,,0,630,296,250,200,155,140,130,130,,,,,,,0,0,,0,,0
PT0028-레더홀더_블랙,,Product Parts,,,,,부흥사,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0029-띠지(커스텀인쇄)_화이트+디지털풀컬러_400-3,,Package Parts,400x360,,"1) 단면인쇄
2) 단면무광코팅
3) 오시 1줄",,주식회사 베러웨이시스템즈,STCK_PT0029-띠지(커스텀인쇄)_화이트+디지털풀컬러_400-3,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0926-미니멀무선충전마우스패드(스탠다드)_더스트그레이,,Product Parts,,,,,브로스앤컴퍼니 주식회사,WLMD_PT0926-미니멀무선충전마우스패드(스탠다드)_더스트그레이,14455,10455,10182,10000,9545,9545,9545,9545,9545,9545,,1,2,,,1,1,1,,1,,1
PT1604-포장지_반투명_300-1,,Package Parts,370x200,컨셉트레이싱지 130g,"무지, 사각재단",,서울디지털인쇄협동조합,QTSH_PT1604-포장지_반투명_300-1,,0,0,0,0,0,0,0,0,0,,5,1,2,4,5,7,9,,5,,5
PT1690-UV_패션마스크스트랩_이지굿스,,Printing Parts,11x690,,,,이지굿스,FSMS_PT1690-UV_패션마스크스트랩_이지굿스[패션마스크스트랩],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0030-레더홀더_그레이,,Product Parts,,,,,부흥사,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0727-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_100-3,,Package Parts,102x176,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,NMBP_PT0727-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_100-3,,320,320,300,270,250,220,200,180,180,,2,1,2,4,2,4,6,,2,,2
PT1448-아이콘아크릴_투명,,Product Parts,40x35,아크릴,,,주식회사 두버디,"OSTR_PT1448-아이콘아크릴_투명[스탠다드빨대],ICCC_PT1448-아이콘아크릴_투명[아이콘콜드컵]",2000,2000,1750,1600,1600,1400,1400,1400,1400,1400,,5,2,3,6,5,8,11,,5,,5
PT0031-레이저각인_상상이상,,Printing Parts,,,,,상상이상,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1095-셀러브레이션큐브_컬러,,Product Parts,40x40x50,,,,플러스스튜디오,CLEC_PT1095-셀러브레이션큐브_컬러,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
