파츠명 (Long ver),굿즈 연결 현황 (from item),파츠 유형,파츠: 가로x세로x높이(장폭고),파츠: 지류/소재,발주 세부사항(임가공 포함),재고여부,제작협력사,itemdb (new),1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,재고_리드타임,파츠 제작 리드타임_기본_500개,파츠 제작 이동 리드타임,파츠 제작 리드타임_수량별 조정_1000개,파츠 제작 리드타임_수량별 조정_3000개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,파츠 제작 리드타임_수량별 조정_100개,파츠 총 제작 리드타임_100개,파츠 제작 리드타임_수량별 조정_300개,파츠 총 제작 리드타임_300개
PT3584-외주생산총공정산출물_아이콘콜드컵,,Phantom Parts,,,,,,ICCC_PT3584-외주생산총공정산출물_아이콘콜드컵,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3605-외주생산총공정산출물_무광스트링파우치,,Phantom Parts,,,,,,ICCC_PT3605-외주생산총공정산출물_무광스트링파우치,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3677-조립산출물_커피펜슬,,Phantom Parts,,,,,,CFPC_PT3677-조립산출물_커피펜슬,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3733-조립산출물_프레시캘린더,,Phantom Parts,,,,,,FRCL_PT3733-조립산출물_프레시캘린더,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3626-조립산출물_펠트스트링파우치,,Phantom Parts,,,,,,FSPC_PT3626-조립산출물_펠트스트링파우치,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3701-조립산출물_Twoway에코쇼핑백,,Phantom Parts,,,,,,TWOS_PT3701-조립산출물_Twoway에코쇼핑백,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3652-조립산출물_인스타피규어,,Phantom Parts,,,,,,CPLG_PT3652-조립산출물_인스타피규어,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3675-조립산출물_스트랩마스크케이스,,Phantom Parts,,,,,,STMC_PT3675-조립산출물_스트랩마스크케이스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3610-조립산출물_핸디파우더솝,,Phantom Parts,,,,,,HDPS_PT3610-조립산출물_핸디파우더솝,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3686-조립산출물_케어풀포켓새니타이저,,Phantom Parts,,,,,,CPSY_PT3686-조립산출물_케어풀포켓새니타이저,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3746-조립산출물_프로페셔널와인오프너,,Phantom Parts,,,,,,PWOP_PT3746-조립산출물_프로페셔널와인오프너,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3719-조립산출물_월드오브피규어Set,,Phantom Parts,,,,,,WOFS_PT3719-조립산출물_월드오브피규어Set,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3670-조립산출물_트루KF94프린팅마스크,,Phantom Parts,,,,,,TRKF_PT3670-조립산출물_트루KF94프린팅마스크,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3672-조립산출물_리프레쉬고체치약,,Phantom Parts,,,,,,TUTH_PT3672-조립산출물_리프레쉬고체치약,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3700-조립산출물_투마일오피스슬리퍼,,Phantom Parts,,,,,,TMLO_PT3700-조립산출물_투마일오피스슬리퍼,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3698-조립산출물_마일드타블렛세탁세제,,Phantom Parts,,,,,,WASH_PT3698-조립산출물_마일드타블렛세탁세제,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3763-조립산출물_인앤아웃캠핑폴딩박스,,Phantom Parts,,,,,,IAOU_PT3763-조립산출물_인앤아웃캠핑폴딩박스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3632-조립산출물_아쿠아스노클링마스크,,Phantom Parts,,,,,,ISKM_PT3632-조립산출물_아쿠아스노클링마스크,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3671-조립산출물_일러스트손수건,,Phantom Parts,,,,,,ILHC_PT3671-조립산출물_일러스트손수건,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3635-조립산출물_핑거팬,,Phantom Parts,,,,,,FING_PT3635-조립산출물_핑거팬,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3630-조립산출물_샤오미사일런트마우스,,Phantom Parts,,,,,,XMOU_PT3630-조립산출물_샤오미사일런트마우스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3716-조립산출물_NoStressPD충전기,,Phantom Parts,,,,,,PDCG_PT3716-조립산출물_NoStressPD충전기,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3622-조립산출물_메세지스트랩,,Phantom Parts,,,,,,MSST_PT3622-조립산출물_메세지스트랩,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3688-조립산출물_미니멀무선충전마우스패드,,Phantom Parts,,,,,,WLMD_PT3688-조립산출물_미니멀무선충전마우스패드,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3636-조립산출물_브랜디파이핸드스트랩,,Phantom Parts,,,,,,BRDF_PT3636-조립산출물_브랜디파이핸드스트랩,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3674-조립산출물_데코무선가습기,,Phantom Parts,,,,,,DCMS_PT3674-조립산출물_데코무선가습기,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3623-조립산출물_에너제틱목마사지기,,Phantom Parts,,,,,,ENGT_PT3623-조립산출물_에너제틱목마사지기,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3613-조립산출물_어태치보조배터리,,Phantom Parts,,,,,,ATCB_PT3613-조립산출물_어태치보조배터리,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3713-조립산출물_스페이스차량용청소기,,Phantom Parts,,,,,,SPAC_PT3713-조립산출물_스페이스차량용청소기,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3727-조립산출물_허니콤보,,Phantom Parts,,,,,,HONY_PT3727-조립산출물_허니콤보,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3678-조립산출물_커피드립백BEANBROTHERS,,Phantom Parts,,,,,,BEAN_PT3678-조립산출물_커피드립백BEANBROTHERS,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3664-조립산출물_BringYourCup,,Phantom Parts,,,,,,BYCT_PT3664-조립산출물_BringYourCup,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3684-조립산출물_오픈스트로우세트,,Phantom Parts,,,,,,OSTR_PT3684-조립산출물_오픈스트로우세트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3757-조립산출물_아이콘콜드컵,,Phantom Parts,,,,,,ICCC_PT3757-조립산출물_아이콘콜드컵,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3680-조립산출물_Imnotapapercup,,Phantom Parts,,,,,,ICUP_PT3680-조립산출물_Imnotapapercup,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3731-조립산출물_페이머스캡슐보틀,,Phantom Parts,,,,,,FACB_PT3731-조립산출물_페이머스캡슐보틀,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3683-조립산출물_데일리머그,,Phantom Parts,,,,,,DMUG_PT3683-조립산출물_데일리머그,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3747-조립산출물_스파클링유리컵,,Phantom Parts,,,,,,SPKL_PT3747-조립산출물_스파클링유리컵,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3618-조립산출물_드라이버스텀블러,,Phantom Parts,,,,,,DRIV_PT3618-조립산출물_드라이버스텀블러,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3764-어태치보조배터리(8핀),,Product Parts,,,,,감성코퍼레이션 주식회사,ATCB_PT3764-어태치보조배터리(8핀),7546,3983,3946,3922,3917,3914,3914,3914,3914,3914,,1,1,1,1,1,2,2,,1,,1
PT3765-킵세이프마그넷배터리_추상적산출물,,Phantom Parts,,,,,"감성코퍼레이션 주식회사,신시어리웨일즈 주식회사",MGNB_PT3765-킵세이프마그넷배터리_추상적산출물,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3767-샘플(UV인쇄),,Printing Parts,,,1) 3단계 UV 4도인쇄 (백색베다 포함),,주식회사 위즈프로(구.호언),MGNB_PT3767-샘플(UV인쇄),,,,,,,,,,,,3,,,,3,3,3,,3,,3
PT3768-UV_전면중앙_호언,,Printing Parts,,,1) 3단계 UV 4도인쇄 (백색베다 포함),,주식회사 위즈프로(구.호언),MGNB_PT3768-UV_전면중앙_호언,18900,1396,1216,1117,1070,1035,1012,1010,1005,1002,,4,0,2,3,4,6,7,-2,2,-1,3
PT3770-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,50x45,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,MGNB_PT3770-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,5118,218,218,218,208,198,188,178,168,168,,2,1,2,4,2,4,6,,2,,2
PT3781-리멤버타투스티커와OPP와배경지,,Product Parts,,,,,,TTSK_PT3781-리멤버타투스티커와OPP와배경지,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3789-스파클링유리컵_추상적산출물,,Phantom Parts,,,,,,SPKL_PT3789-스파클링유리컵_추상적산출물,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3792-인쇄된슬라이드지퍼백,,Package Parts,,,,,,OSTR_PT3792-인쇄된슬라이드지퍼백,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3805-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,50x45,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,ICCC_PT3805-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[단품박스],,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
,,Printing Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3816-샘플(킵세이프마그넷배터리),,Product Parts,64x94x15,"ABS, PC 혼합","C to C 케이블, 메탈링 기본구성",,감성코퍼레이션 주식회사,MGNB_PT3816-샘플(킵세이프마그넷배터리),18181,7273,7273,7273,7273,7273,7273,7273,7273,7273,,,,,,,0,0,,0,,0
PT3822-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,50x45,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,ICUP_PT3822-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[스탠다드_단품박스],,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
PT3825-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,50x45,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,DMUG_PT3825-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[골지단품박스_그레이],,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
PT3831-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,50x45,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,SPKL_PT3831-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
,,Product Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
,,Printing Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3849-조립산출물_킵세이프마그넷배터리,,Phantom Parts,,,,,,MGNB_PT3849-조립산출물_킵세이프마그넷배터리,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3851-외주생산총공정산출물_킵세이프마그넷배터리,,Phantom Parts,,,,,,MGNB_PT3851-외주생산총공정산출물_킵세이프마그넷배터리,,,,,,,,,,,,,,,,,0,0,,0,,0
,,Package Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3883-피규어주차번호판_컬러,,Product Parts,,,*미니키트 지퍼백 내 피규어 지퍼백 투입 후 밀봉,,엠알오즈(MROZ),FGPS_PT3883-피규어주차번호판_컬러,11000,11000,5500,5400,5300,5200,5100,5000,5000,5000,,5,1,3,5,5,8,10,,5,,5
PT3892-펄프박스_추상적산출물,,Phantom Parts,,,,,(주)포텍,,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3911-웰컴페이퍼(커스텀인쇄)(Small)_화이트+디지털풀컬러_000-3,,Package Parts,77x110,몽블랑화이트 240g,"1) 단면인쇄
2) 코팅없음",,서울디지털인쇄협동조합,,9000,180,180,160,140,120,100,80,60,60,,2,1,2,4,2,4,6,,2,,2
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3919-볼륨프린팅_손잡이_슈퍼웍스컴퍼니,,Printing Parts,,DTF필름,"1) UV풀컬러 인쇄
2) 바니쉬",,슈퍼웍스컴퍼니,HDRM_PT3919-볼륨프린팅_손잡이_슈퍼웍스컴퍼니,55250,1105,970,642,603,603,584,580,325,323,,2,1,1,2,2,3,4,,2,,2
PT3922-샘플(볼륨프린팅)_슈퍼웍스컴퍼니,,Printing Parts,,DTF필름,"1) UV풀컬러 인쇄
2) 바니쉬",,슈퍼웍스컴퍼니,HDRM_PT3922-샘플(볼륨프린팅)_슈퍼웍스컴퍼니,55250,,,,,,,,,,,2,,,,2,2,2,,2,,2
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3949-페블마우스_도브화이트,,Product Parts,,,"개당 협의단가 : 25,500 원(VAT 포함)
100개 이하 발주시 배송비 3,500원 추가",,주식회사 디에이블커머스,BLTS_PT3949-페블마우스_도브화이트,26682,23252,23217,23182,23182,23182,23182,23182,23182,23182,,6,2,1,1,6,7,7,,6,,6
PT3950-페블마우스_스모키블랙,,Product Parts,,,,,주식회사 디에이블커머스,BLTS_PT3950-페블마우스_스모키블랙,26682,23252,23217,23182,23182,23182,23182,23182,23182,23182,,6,2,1,1,6,7,7,,6,,6
PT3951-페블마우스_더스티로즈,,Product Parts,,,,,주식회사 디에이블커머스,BLTS_PT3951-페블마우스_더스티로즈,26682,23252,23217,23182,23182,23182,23182,23182,23182,23182,,6,2,1,1,6,7,7,,6,,6
PT3952-UV_풀컬러_마우스중앙_호언,,Printing Parts,,,1) 3단계 UV 4도인쇄 (백색베다 포함),,주식회사 위즈프로(구.호언),BLTS_PT3952-UV_풀컬러_마우스중앙_호언[페블마우스],1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,8,1,2,7,8,10,15,-4,4,-2,6
PT3953-샘플(UV)_풀컬러_마우스중앙_호언,,Printing Parts,,,1) 3단계 UV 4도인쇄 (백색베다 포함),,주식회사 위즈프로(구.호언),BLTS_PT3953-샘플(UV)_풀컬러_마우스중앙_호언[페블마우스],54082,24682,24382,24182,24082,24082,24082,24082,24082,23182,,3,,,,3,3,3,,3,,3
PT3954-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,,Package Parts,72x62,초강접스티커 90g,"1) 단면 디지털출력
2) 단면 무광코팅
3) 반칼",,서울디지털인쇄협동조합,BLTS_PT3954-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,17000,340,170,150,130,110,90,80,70,70,,2,1,2,4,2,4,6,,2,,2
PT3955-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,,초강접스티커 90g,"1) 단면 디지털출력
2) 단면 무광코팅
3) 반칼",,서울디지털인쇄협동조합,BLTS_PT3955-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,5000,100,100,100,90,80,70,60,50,50,,2,1,2,4,2,4,6,,2,,2
PT3956-라이트마우스_블랙,,Product Parts,,,"고객 발주 전 협력사 측 보유 재고 확인 필요
*협력사 측 보유 재고 없을 경우 재고 확보까지 3일정도 소요
(협력사 > 총판 업체로 발주하는 요일은 화/목으로 고정되어있습니다)
",,주식회사 디에이블커머스,MSMO_PT3956-라이트마우스_블랙,15591,12161,12126,12091,12091,12091,12091,12091,12091,12091,,6,2,1,1,6,7,7,,6,,6
PT3957-라이트마우스_화이트,,Product Parts,,,"고객 발주 전 협력사 측 보유 재고 확인 필요
*협력사 측 보유 재고 없을 경우 재고 확보까지 3일정도 소요
(협력사 > 총판 업체로 발주하는 요일은 화/목으로 고정되어있습니다)
",,주식회사 디에이블커머스,MSMO_PT3957-라이트마우스_화이트,14409,10979,10944,10909,10909,10909,10909,10909,10909,10909,,6,2,1,1,6,7,7,,6,,6
PT3958-실크_1색_마우스중앙_동일산업,,Printing Parts,,,"화이트마우스: 쿨그레이9C 1색 지정 / 블랙마우스: 화이트 1색 지정
",,동일산업,MSMO_PT3958-실크_1색_마우스중앙_동일산업[라이트마우스],188000,3760,1880,1493,1416,1308,1303,1302,1301,1300,,5,1,,,5,5,5,-2,3,-2,3
PT3959-샘플(실크)_1색_마우스중앙_동일산업,,Printing Parts,,,"화이트마우스: 쿨그레이9C 1색 지정 / 블랙마우스: 화이트 1색 지정
",,동일산업,MSMO_PT3959-샘플(실크)_1색_마우스중앙_동일산업[라이트마우스],94445,,,,,,,,,,,5,,,,5,5,5,,5,,5
PT3960-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,,Package Parts,72x62,초강접스티커 90g,"1) 단면 디지털출력
2) 단면 무광코팅
3) 반칼",,서울디지털인쇄협동조합,MSMO_PT3960-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,17000,340,170,150,130,110,90,80,70,70,,2,1,2,4,2,4,6,,2,,2
PT3961-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,Package Parts,,초강접스티커 90g,"1) 단면 디지털출력
2) 단면 무광코팅
3) 반칼",,서울디지털인쇄협동조합,MSMO_PT3961-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,5000,100,100,100,90,80,70,60,50,50,,2,1,2,4,2,4,6,,2,,2
PT3963-스테이쿨넥쿨러_핑크,,Product Parts,,,,,주식회사 코스맥스코리아,STCN_PT3963-스테이쿨넥쿨러_핑크,5300,5300,5300,5300,5300,5200,5200,5000,5000,5000,,,,,,,0,0,,0,,0
PT3964-스테이쿨넥쿨러_네온블루,,Product Parts,,,,,주식회사 코스맥스코리아,STCN_PT3964-스테이쿨넥쿨러_네온블루,6300,6300,6300,6300,6300,6200,6200,6000,5700,5700,,,,,,,0,0,,0,,0
PT3965-UV_1곳_주식회사코스맥스코리아,,Printing Parts,,,"1. 좌/우 택 1곳 확정 필요

2. 본품 제작 확정 시 샘플인쇄 가능

3. 택배비용 2,500원
",,주식회사 코스맥스코리아,STCN_PT3965-UV_1곳_주식회사코스맥스코리아[스테이쿨넥쿨러],83500,870,870,870,870,870,870,870,870,870,,,,,,,0,0,,0,,0
PT3966-UV_2곳_주식회사코스맥스코리아,,Printing Parts,,,"1. 본품 제작 확정 시 샘플인쇄 가능

2. 택배비용 2,500원",,주식회사 코스맥스코리아,STCN_PT3966-UV_2곳_주식회사코스맥스코리아[스테이쿨넥쿨러],163500,1670,1670,1670,1670,1670,1670,1670,1670,1670,,,,,,,0,0,,0,,0
PT3967-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,,Package Parts,52*72,초강접스티커 90g,"1) 단면 디지털출력
2) 단면 무광코팅
3) 반칼",,서울디지털인쇄협동조합,STCN_PT3967-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,5000,100,100,100,90,80,70,60,60,60,,2,1,2,4,2,4,6,,2,,2
PT3968-스테이쿨넥쿨러_네온그린,,Product Parts,,,,,주식회사 코스맥스코리아,STCN_PT3968-스테이쿨넥쿨러_네온그린,6300,6300,6300,6300,6300,6200,6200,6000,5700,5700,,,,,,,0,0,,0,,0
PT3969-스테이쿨넥쿨러_네온핑크,,Product Parts,,,,,주식회사 코스맥스코리아,STCN_PT3969-스테이쿨넥쿨러_네온핑크,6300,6300,6300,6300,6300,6200,6200,6000,5700,5700,,,,,,,0,0,,0,,0
PT3970-샘플(UV)_1곳_주식회사코스맥스코리아,,Printing Parts,,,"좌/우 택 1곳 확정 필요
",,주식회사 코스맥스코리아,STCN_PT3970-샘플(UV)_1곳_주식회사코스맥스코리아[스테이쿨넥쿨러],18900,0,0,0,0,0,0,0,0,0,,5,,,,5,5,5,,5,,5
PT3971-샘플(UV)_2곳_주식회사코스맥스코리아,,Printing Parts,,,,,주식회사 코스맥스코리아,STCN_PT3971-샘플(UV)_2곳_주식회사코스맥스코리아[스테이쿨넥쿨러],18900,0,0,0,0,0,0,0,0,0,,5,,,,5,5,5,,5,,5
PT3972-외주생산총공정산출물_로지텍라이트마우스,,Phantom Parts,,,,,,MSMO_PT3972-외주생산총공정산출물_로지텍라이트마우스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3973-조립산출물_로지텍라이트마우스,,Phantom Parts,,,,,,MSMO_PT3973-조립산출물_로지텍라이트마우스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3974-주의사항스티커(전용)(판매용)_화이트+디지털풀컬러,,Package Parts,64x92,초강접스티커 90g,"1) 단면 디지털출력
2) 단면 무광코팅
3) 반칼",,서울디지털인쇄협동조합,STCN_PT3974-주의사항스티커(전용)(판매용)_화이트+디지털풀컬러,12500,250,250,220,200,180,150,120,120,120,,2,1,2,4,2,4,6,,2,,2
PT3975-외주생산총공정산출물_로지텍페블블루투스마우스,,Phantom Parts,,,,,,BLTS_PT3975-외주생산총공정산출물_로지텍페블블루투스마우스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3976-조립산출물_로지텍페블블루투스마우스,,Phantom Parts,,,,,,BLTS_PT3976-조립산출물_로지텍페블블루투스마우스,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3977-스테이쿨넥쿨러_추상적산출물,,Phantom Parts,,,,,주식회사 코스맥스코리아,STCN_PT3977-스테이쿨넥쿨러_추상적산출물,,,,,,,,,,,,11,1,4,9999,11,15,10010,-6,5,-4,7
PT3978-조립산출물_스테이쿨넥쿨러,,Phantom Parts,,,,,,STCN_PT3978-조립산출물_스테이쿨넥쿨러,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4000-커넥트미니보조배터리_화이트,,Product Parts,,,1) 협력사 발주서를 사용부탁드립니다.,,주식회사 에스에스플러스,DP01_PT4000-커넥트미니보조배터리_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4001-사일런스페블마우스_베이지,,Product Parts,,,,,주식회사 로이체,DP02_PT4001-사일런스페블마우스_베이지,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4002-듀얼휴대용선풍기_크림,,Product Parts,,,,,알로코리아 주식회사,DP03_PT4002-듀얼휴대용선풍기_크림,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4003-핸디맥세이프보조배터리_화이트,,Product Parts,,,,,주식회사 미니덕트,DP04_PT4003-핸디맥세이프보조배터리_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4004-굿나잇미니무드등_아이보리,,Product Parts,,,,,주식회사 로이체,DP05_PT4004-굿나잇미니무드등_아이보리,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4005-모던스텐머그_화이트,,Product Parts,,,,,주식회사 인크로마,DP06_PT4005-모던스텐머그_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4006-스테디노트북거치대_화이트,,Product Parts,,,,,(주)모이누,DP07_PT4006-스테디노트북거치대_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4007-미니멀무선키보드_화이트,,Product Parts,,,,,주식회사 로이체,DP08_PT4007-미니멀무선키보드_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4008-스마트3in1무선충전기(애플워치)_화이트,,Product Parts,,,,,알로코리아 주식회사,DP09_PT4008-스마트3in1무선충전기(애플워치)_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4009-스마트3in1무선충전기(갤럭시워치)_블랙,,Product Parts,,,,,알로코리아 주식회사,DP09_PT4009-스마트3in1무선충전기(갤럭시워치)_블랙,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4011-차량용비상망치_실버,,Product Parts,,,,,주식회사 엠피맨코리아,DP13_PT4011-차량용비상망치_실버,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4013-어프로치라이트노트(무지)_라이트그레이,,Product Parts,,,,,라우드 페이퍼,DP15_PT4013-어프로치라이트노트(무지)_라이트그레이,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4016-파워브리즈탁상용선풍기_화이트,,Product Parts,,,,,데이비드테크(주),DP19_PT4016-파워브리즈탁상용선풍기_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4017-젠틀와인오프너_블랙,,Product Parts,,,,,모토잉,DP20_PT4017-젠틀와인오프너_블랙,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4018-킵프레쉬도시락통(직사각2+1(1100ml)),,Product Parts,,,,,주식회사 프라피아,DP21_PT4018-킵프레쉬도시락통(직사각2+1(1100ml)),,,,,,,,,,,,,,,,,0,0,,0,,0
PT4019-샤오미펜(중성펜),,Product Parts,,,,,주식회사 블루윈,DP10_PT4019-샤오미펜(중성펜),,,,,,,,,,,,,,,,,0,0,,0,,0
PT4021-스마트3in1무선충전기_추상적산출물,,Phantom Parts,,,,,알로코리아 주식회사,DP09_PT4021-스마트3in1무선충전기_추상적산출물,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4023-원형스티커_화이트+디지털풀컬러,,Package Parts,45,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,"DP06_PT4023-원형스티커_화이트+디지털풀컬러,DP08_PT4023-원형스티커_화이트+디지털풀컬러,DP09_PT4023-원형스티커_화이트+디지털풀컬러,DP14_PT4023-원형스티커_화이트+디지털풀컬러,DP15_PT4023-원형스티커_화이트+디지털풀컬러,DP16_PT4023-원형스티커_화이트+디지털풀컬러,DP17_PT4023-원형스티커_화이트+디지털풀컬러,DP18_PT4023-원형스티커_화이트+디지털풀컬러,DP20_PT4023-원형스티커_화이트+디지털풀컬러,DP21_PT4023-원형스티커_화이트+디지털풀컬러,DP25_PT4023-원형스티커_화이트+디지털풀컬러,DP27_PT4023-원형스티커_화이트+디지털풀컬러,DP32_PT4023-원형스티커_화이트+디지털풀컬러,DP34_PT4023-원형스티커_화이트+디지털풀컬러,DP37_PT4023-원형스티커_화이트+디지털풀컬러,DP29_PT4023-원형스티커_화이트+디지털풀컬러,DP40_PT4023-원형스티커_화이트+디지털풀컬러,DP45_PT4023-원형스티커_화이트+디지털풀컬러",,,,,,,,,,,,,,,,,0,0,,0,,0
PT4024-원형스티커_화이트+디지털풀컬러,,Package Parts,55,초강접스티커90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,"DP07_PT4024-원형스티커_화이트+디지털풀컬러,DP19_PT4024-원형스티커_화이트+디지털풀컬러,DP28_PT4024-원형스티커_화이트+디지털풀컬러,DP33_PT4024-원형스티커_화이트+디지털풀컬러",,,,,,,,,,,,,,,,,0,0,,0,,0
PT4034-조립산출물_커넥트미니보조배터리,,Phantom Parts,,,,,,DP01_PT4034-조립산출물_커넥트미니보조배터리,,,,,,,,,,,,,,,,,0,0,,0,,0
PT4035-조립산출물_사일런스페블마우스,,Phantom Parts,,,,,,DP02_PT4035-조립산출물_사일런스페블마우스,,,,,,,,,,,,,,,,,0,0,,0,,0
,,Phantom Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
,,Phantom Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
,,Phantom Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
,,Phantom Parts,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
